s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi
PL09418	42157853	chrom1	710	L_var_15053	21823306	chr8	7053
PL10649	53539334	chrom1	916	L_var_15106	23417052	chr8	7072
PL08823	53578632	chrom1	917	L_var_15092	22946451	chr8	7070
PL10312	53754668	chrom1	918	L_var_14494	3822940	chr8	6893
PL07985	53809452	chrom1	919	L_var_14493	3768964	chr8	6892
PL08965	53827398	chrom1	920	L_var_14492	3668650	chr8	6891
PL11318	53929972	chrom1	921	L_var_15095	23035583	chr8	7071
PL08848	53952943	chrom1	922	L_var_14498	3877291	chr8	6894
PL10427	53972960	chrom1	923	L_var_14500	3931856	chr8	6895
PL11219	54029583	chrom1	924	L_var_15086	22698786	chr8	7068
PL10290	54059876	chrom1	925	L_var_15010	20588915	chr8	7037
PL08106	54087606	chrom1	926	L_var_15009	20573089	chr8	7036
PL09576	54127649	chrom1	927	L_var_15007	20549682	chr8	7035
PL10142	54173353	chrom1	928	L_var_15006	20524903	chr8	7034
PL08826	54175657	chrom1	929	L_var_15004	20492643	chr8	7033
PL08474	54222749	chrom1	930	L_var_15003	20472250	chr8	7032
PL09068	54298603	chrom1	931	L_var_15000	20371420	chr8	7031
PL10682	54358242	chrom1	932	L_var_14999	20321861	chr8	7030
PL10229	54581833	chrom1	933	L_var_14996	20268453	chr8	7029
PL08365	54607429	chrom1	934	L_var_14991	20165862	chr8	7028
PL08755	54675259	chrom1	936	L_var_15058	21894062	chr8	7057
PL11283	54700089	chrom1	937	L_var_15059	21919496	chr8	7058
PL08740	54739905	chrom1	938	L_var_15061	21993842	chr8	7059
PL10010	54778929	chrom1	939	L_var_14488	3550983	chr8	6889
PL08497	54888075	chrom1	940	L_var_14487	3483743	chr8	6888
PL08565	54918435	chrom1	941	L_var_14486	3452020	chr8	6887
PL10894	54987763	chrom1	942	L_var_15025	20986753	chr8	7046
PL11285	55213161	chrom1	945	L_var_15024	20898301	chr8	7045
PL09801	55251837	chrom1	946	L_var_15023	20866765	chr8	7044
PL08923	55268377	chrom1	947	L_var_15022	20853890	chr8	7043
PL10081	55275349	chrom1	948	L_var_15021	20845318	chr8	7042
PL09175	55309346	chrom1	949	L_var_15019	20788712	chr8	7040
PL10910	55350603	chrom1	950	L_var_15018	20773318	chr8	7039
PL08735	55354432	chrom1	951	L_var_15056	21876738	chr8	7056
PL09885	55429685	chrom1	952	L_var_15055	21848580	chr8	7055
PL08355	73579749	chrom1	1280	L_var_14505	4046691	chr8	6897
PL10058	73624333	chrom1	1281	L_var_14509	4103968	chr8	6898
PL08820	73624338	chrom1	1282	L_var_14457	2775085	chr8	6885
PL09705	73908744	chrom1	1283	L_var_14512	4430272	chr8	6899
PL09792	73925986	chrom1	1284	L_var_14452	2431636	chr8	6884
PL07993	73964198	chrom1	1285	L_var_14451	2343616	chr8	6883
PL11011	74206667	chrom1	1286	L_var_14523	4684942	chr8	6901
PL08119	74229583	chrom1	1287	L_var_14527	4769334	chr8	6902
PL08348	74289335	chrom1	1288	L_var_14528	4831067	chr8	6903
PL11056	74728867	chrom1	1289	L_var_14534	5169065	chr8	6905
PL10984	74738198	chrom1	1290	L_var_14535	5179477	chr8	6906
PL09272	74773830	chrom1	1291	L_var_14539	5240329	chr8	6908
PL09002	74801073	chrom1	1292	L_var_15628	38689855	chr8	7237
PL10949	74873558	chrom1	1293	L_var_15560	36479998	chr8	7216
PL11071	74886481	chrom1	1294	L_var_15418	32254262	chr8	7159
PL08072	74935103	chrom1	1295	L_var_15567	36601222	chr8	7218
PL10459	74970084	chrom1	1296	L_var_15565	36574210	chr8	7217
PL10711	75198131	chrom1	1297	L_var_14923	17888342	chr8	7011
PL09098	75327335	chrom1	1298	L_var_15637	38997229	chr8	7238
PL08655	75391331	chrom1	1300	L_var_15571	36800128	chr8	7220
PL09992	75461127	chrom1	1301	L_var_15574	36880448	chr8	7221
PL08921	75558544	chrom1	1302	L_var_15575	36941417	chr8	7222
PL09660	76133273	chrom1	1305	L_var_15577	37038930	chr8	7224
PL10639	76134644	chrom1	1306	L_var_15576	36997266	chr8	7223
PL10420	76254660	chrom1	1307	L_var_15648	39357808	chr8	7239
PL08521	76263911	chrom1	1308	L_var_15649	39390635	chr8	7240
PL08230	76279890	chrom1	1309	L_var_15139	24903273	chr8	7086
PL09245	9343887	chrom1	142	L_var_16148	11838111	chr9	7367
PL09551	30256088	chrom1	529	L_var_16722	30667082	chr9	7586
PL08529	33601236	chrom1	572	L_var_16723	30668812	chr9	7587
PL08919	66034534	chrom1	1139	L_var_15929	4809728	chr9	7296
PL10431	25816681	chrom1	447	L_var_18119	35910724	chr10	8327
PL10193	27590996	chrom1	482	L_var_17482	17249443	chr10	7919
PL10596	52157484	chrom1	893	L_var_17940	30875632	chr10	8214
PL10481	38277278	chrom1	643	L_var_19163	30959257	chr11	8834
PL09747	78197	chrom1	0	L_var_19846	17515523	chr12	9196
PL09605	9831753	chrom1	147	L_var_19926	20508912	chr12	9233
PL08652	72484414	chrom1	1257	L_var_19374	2003337	chr12	8936
PL08202	52693295	chrom1	902	L_var_20750	11506622	chr13	9684
PL08973	56878499	chrom1	981	L_var_20459	2568869	chr13	9563
PL10017	40152040	chrom1	681	L_var_21946	10202631	chr14	10162
PL09091	31162135	chrom1	549	L_var_23385	23120588	chr15	10876
PL11187	41553093	chrom1	699	L_var_23012	9787591	chr15	10683
PL10187	41617030	chrom1	700	L_var_23326	19966458	chr15	10858
PL09262	75918873	chrom1	1304	L_var_23534	27920930	chr15	10946
PL08781	24527585	chrom1	418	L_var_24120	12369627	chr16	11321
PL08132	27002574	chrom1	470	L_var_24500	24172446	chr16	11502
PL08746	44191637	chrom1	743	L_var_24524	25126889	chr16	11509
PL09377	59052364	chrom1	1017	L_var_24159	13479776	chr16	11344
PL08224	75792224	chrom1	1303	L_var_24658	29272050	chr16	11563
PL08486	45046776	chrom1	760	L_var_24785	1287688	chr17	11608
PL10394	19813671	chrom1	331	L_var_26452	22845321	chr18	12451
PL09616	46748755	chrom1	788	L_var_26402	21180620	chr18	12413
PL09011	55050970	chrom1	943	L_var_25814	2615473	chr18	12091
PL10452	55496411	chrom1	953	L_var_25760	912584	chr18	12054
PL08105	66194107	chrom1	1141	L_var_26213	14914220	chr18	12307
PL08958	266893	chrom1	1	L_var_26922	13690968	chr19	12686
PL08215	52163412	chrom1	894	L_var_26814	9778050	chr19	12631
PL08803	75375072	chrom1	1299	L_var_26771	8352378	chr19	12614
PL07043	9700940	chrom2	1593	L_var_01459	51987972	chr1	674
PL05402	18339234	chrom2	1733	L_var_00281	10995571	chr1	82
PL05657	34304436	chrom2	2017	L_var_01298	44943441	chr1	616
PL05458	61154868	chrom2	2498	L_var_02121	72689063	chr1	974
PL05424	62922384	chrom2	2539	L_var_01324	46188771	chr1	619
PL06519	69402306	chrom2	2673	L_var_00780	27575740	chr1	341
PL06751	1813144	chrom2	1413	L_var_05018	68556087	chr2	2470
PL07537	11263602	chrom2	1620	L_var_04099	39095467	chr2	2001
PL05770	22425886	chrom2	1802	L_var_04923	66281834	chr2	2409
PL07262	22470865	chrom2	1803	L_var_04922	66215285	chr2	2408
PL05631	22471029	chrom2	1804	L_var_04921	66214895	chr2	2407
PL07179	22500767	chrom2	1805	L_var_04212	45975292	chr2	2045
PL06490	22500955	chrom2	1806	L_var_04920	66168091	chr2	2406
PL07637	22507332	chrom2	1807	L_var_04211	45962842	chr2	2044
PL07377	22578563	chrom2	1809	L_var_04210	45875103	chr2	2043
PL06250	22729232	chrom2	1810	L_var_04209	45813104	chr2	2042
PL06267	37794222	chrom2	2075	L_var_03289	14610206	chr2	1625
PL06566	47342176	chrom2	2211	L_var_04437	52118447	chr2	2183
PL07582	67570982	chrom2	2629	L_var_03322	15732812	chr2	1643
PL06517	68744674	chrom2	2655	L_var_04942	66698861	chr2	2416
PL07279	35459	chrom2	1380	L_var_07612	68640692	chr3	4113
PL05646	66203	chrom2	1381	L_var_07611	68640489	chr3	4112
PL07702	76636	chrom2	1382	L_var_07610	68623196	chr3	4111
PL06958	299393	chrom2	1383	L_var_07792	75064137	chr3	4231
PL05897	310215	chrom2	1384	L_var_07793	75091659	chr3	4232
PL07614	311558	chrom2	1385	L_var_07794	75110855	chr3	4233
PL06824	370067	chrom2	1386	L_var_07796	75408413	chr3	4234
PL07422	467864	chrom2	1387	L_var_07787	74919889	chr3	4229
PL06863	482140	chrom2	1388	L_var_07783	74702987	chr3	4227
PL06660	573245	chrom2	1389	L_var_07413	61804194	chr3	3984
PL07203	602243	chrom2	1390	L_var_07414	61829673	chr3	3985
PL06599	602772	chrom2	1391	L_var_07415	61843695	chr3	3986
PL05786	625677	chrom2	1392	L_var_06031	13992966	chr3	3113
PL07424	718250	chrom2	1393	L_var_06032	14067809	chr3	3114
PL07670	733347	chrom2	1394	L_var_07419	62057265	chr3	3990
PL06749	771093	chrom2	1395	L_var_07420	62117189	chr3	3991
PL05060	778660	chrom2	1396	L_var_07422	62144541	chr3	3992
PL07185	861359	chrom2	1397	L_var_06027	13847464	chr3	3110
PL05947	861481	chrom2	1398	L_var_06028	13847634	chr3	3111
PL07155	966757	chrom2	1399	L_var_06029	13944695	chr3	3112
PL07800	1050487	chrom2	1401	L_var_07416	61877330	chr3	3987
PL07040	1116084	chrom2	1402	L_var_07417	61898444	chr3	3988
PL05084	1192780	chrom2	1403	L_var_07418	62048967	chr3	3989
PL06494	1230171	chrom2	1404	L_var_07430	62419114	chr3	3997
PL07828	1231344	chrom2	1405	L_var_07429	62382967	chr3	3996
PL07472	1252965	chrom2	1406	L_var_07428	62361133	chr3	3995
PL04936	1306624	chrom2	1407	L_var_07424	62258897	chr3	3994
PL05419	1426619	chrom2	1408	L_var_07423	62164308	chr3	3993
PL05002	1433874	chrom2	1409	L_var_07243	55285117	chr3	3873
PL05306	1550735	chrom2	1410	L_var_06033	14080773	chr3	3115
PL06404	1652919	chrom2	1412	L_var_07241	55266919	chr3	3872
PL06420	1862470	chrom2	1414	L_var_07239	55264522	chr3	3871
PL05917	1910051	chrom2	1415	L_var_07237	55206642	chr3	3870
PL05124	1928836	chrom2	1416	L_var_07236	55189677	chr3	3869
PL06159	1938519	chrom2	1417	L_var_07235	55155302	chr3	3868
PL05043	1960691	chrom2	1418	L_var_07231	55104277	chr3	3866
PL05780	2009671	chrom2	1419	L_var_07233	55134142	chr3	3867
PL05315	2022323	chrom2	1420	L_var_07510	65133659	chr3	4054
PL06717	2115265	chrom2	1421	L_var_07397	61162218	chr3	3979
PL06077	2136688	chrom2	1422	L_var_07396	61138023	chr3	3978
PL05231	2139238	chrom2	1423	L_var_07393	61073121	chr3	3977
PL06781	2147955	chrom2	1424	L_var_07389	60918495	chr3	3976
PL06075	2162290	chrom2	1425	L_var_07388	60907395	chr3	3975
PL05935	2186034	chrom2	1426	L_var_07386	60872532	chr3	3974
PL06059	2199244	chrom2	1427	L_var_07384	60831995	chr3	3973
PL06196	2224295	chrom2	1428	L_var_07383	60824053	chr3	3972
PL05019	2276990	chrom2	1429	L_var_07382	60779547	chr3	3971
PL05064	2335607	chrom2	1430	L_var_07381	60724146	chr3	3970
PL07254	2342381	chrom2	1431	L_var_07380	60688544	chr3	3969
PL04886	2377821	chrom2	1432	L_var_07379	60678231	chr3	3968
PL05199	2449961	chrom2	1433	L_var_07378	60656885	chr3	3967
PL07214	2457529	chrom2	1434	L_var_07376	60631486	chr3	3966
PL06550	2519789	chrom2	1435	L_var_07371	60556975	chr3	3965
PL05899	2561177	chrom2	1436	L_var_07370	60473910	chr3	3964
PL06134	2596635	chrom2	1437	L_var_07369	60442195	chr3	3963
PL05609	2654968	chrom2	1438	L_var_07475	63992124	chr3	4031
PL05401	2683400	chrom2	1439	L_var_07474	63970769	chr3	4030
PL07251	2687302	chrom2	1440	L_var_07472	63953514	chr3	4029
PL05530	2707272	chrom2	1441	L_var_07471	63942373	chr3	4028
PL06363	2715132	chrom2	1442	L_var_07470	63929910	chr3	4027
PL06703	2781945	chrom2	1443	L_var_07469	63819138	chr3	4026
PL07076	2823807	chrom2	1444	L_var_07468	63810275	chr3	4025
PL05932	2874653	chrom2	1445	L_var_07467	63750679	chr3	4024
PL07044	2999014	chrom2	1446	L_var_07464	63671523	chr3	4023
PL07188	2999132	chrom2	1447	L_var_07463	63663282	chr3	4022
PL06701	3150794	chrom2	1448	L_var_07460	63411188	chr3	4021
PL06716	3278882	chrom2	1449	L_var_07459	63305996	chr3	4020
PL07773	3324624	chrom2	1450	L_var_07456	63203147	chr3	4019
PL06228	3326287	chrom2	1451	L_var_07455	63162427	chr3	4018
PL07300	3375909	chrom2	1453	L_var_07453	63149656	chr3	4017
PL07826	3426567	chrom2	1454	L_var_07452	63099184	chr3	4016
PL05161	3454568	chrom2	1455	L_var_07451	63078054	chr3	4015
PL05436	3462161	chrom2	1456	L_var_07450	63058756	chr3	4014
PL05018	3484163	chrom2	1457	L_var_07449	63030440	chr3	4013
PL05165	3594583	chrom2	1458	L_var_07448	62961667	chr3	4012
PL07305	3615565	chrom2	1459	L_var_07447	62905611	chr3	4011
PL05282	3618385	chrom2	1460	L_var_07446	62902546	chr3	4010
PL06943	3635920	chrom2	1461	L_var_07445	62879016	chr3	4009
PL05868	3722127	chrom2	1462	L_var_07443	62779343	chr3	4008
PL06961	3743950	chrom2	1463	L_var_07442	62753277	chr3	4007
PL06560	3759557	chrom2	1464	L_var_07440	62724146	chr3	4006
PL07751	3811470	chrom2	1465	L_var_07439	62691619	chr3	4005
PL04903	3870740	chrom2	1466	L_var_07437	62576795	chr3	4004
PL06300	3934675	chrom2	1467	L_var_07436	62519049	chr3	4003
PL05675	3938777	chrom2	1468	L_var_07435	62518113	chr3	4002
PL05010	4076427	chrom2	1469	L_var_07434	62512537	chr3	4001
PL07345	4117630	chrom2	1470	L_var_07433	62484695	chr3	4000
PL04837	4145765	chrom2	1471	L_var_07432	62467586	chr3	3999
PL06677	4168880	chrom2	1472	L_var_07431	62436055	chr3	3998
PL05258	4257447	chrom2	1473	L_var_07407	61564149	chr3	3981
PL05268	4299542	chrom2	1474	L_var_07409	61685684	chr3	3982
PL06556	4341738	chrom2	1475	L_var_07410	61710611	chr3	3983
PL07525	4346954	chrom2	1476	L_var_07785	74753129	chr3	4228
PL05623	4449532	chrom2	1477	L_var_07777	74464970	chr3	4225
PL06496	4517358	chrom2	1478	L_var_07774	74396843	chr3	4224
PL07766	4560089	chrom2	1479	L_var_07530	65683093	chr3	4062
PL05831	4587896	chrom2	1480	L_var_07531	65726173	chr3	4063
PL05272	4623989	chrom2	1481	L_var_07532	65779533	chr3	4064
PL05837	4687930	chrom2	1482	L_var_07534	65826090	chr3	4065
PL05059	4711401	chrom2	1483	L_var_07535	65858923	chr3	4066
PL07391	4760936	chrom2	1484	L_var_07536	65901528	chr3	4067
PL05042	4802204	chrom2	1485	L_var_07537	65953313	chr3	4068
PL07070	4828405	chrom2	1486	L_var_07538	65987863	chr3	4069
PL05765	4898878	chrom2	1487	L_var_07539	66071188	chr3	4070
PL06917	4961927	chrom2	1488	L_var_07541	66131213	chr3	4071
PL07009	5134891	chrom2	1490	L_var_07546	66487939	chr3	4072
PL07419	5199268	chrom2	1491	L_var_07548	66597052	chr3	4073
PL06082	5290040	chrom2	1492	L_var_07550	66708296	chr3	4074
PL06493	5300687	chrom2	1493	L_var_07551	66726143	chr3	4075
PL05362	5304271	chrom2	1494	L_var_07552	66730798	chr3	4076
PL06052	5324639	chrom2	1495	L_var_07553	66761696	chr3	4077
PL05826	5331374	chrom2	1496	L_var_07554	66769387	chr3	4078
PL05937	5364621	chrom2	1497	L_var_07555	66800550	chr3	4079
PL06775	5373945	chrom2	1498	L_var_07556	66827362	chr3	4080
PL05843	5440717	chrom2	1499	L_var_07557	66870909	chr3	4081
PL06235	5442311	chrom2	1500	L_var_07559	66882774	chr3	4082
PL05720	5459909	chrom2	1501	L_var_07560	66907424	chr3	4083
PL06794	5460006	chrom2	1502	L_var_07561	66916255	chr3	4084
PL04970	5503083	chrom2	1503	L_var_07564	66982355	chr3	4086
PL07054	5503331	chrom2	1504	L_var_07563	66980567	chr3	4085
PL06691	5524057	chrom2	1505	L_var_07568	67027203	chr3	4089
PL07558	5530287	chrom2	1506	L_var_07565	67008196	chr3	4087
PL06809	5566084	chrom2	1507	L_var_07569	67053869	chr3	4090
PL07645	5577551	chrom2	1508	L_var_07571	67073417	chr3	4091
PL07149	5602007	chrom2	1509	L_var_07574	67106752	chr3	4092
PL05196	5647364	chrom2	1510	L_var_07575	67162782	chr3	4093
PL07211	5800392	chrom2	1511	L_var_06559	32137000	chr3	3471
PL05472	5849568	chrom2	1512	L_var_06558	32056927	chr3	3470
PL04901	5970699	chrom2	1513	L_var_06555	31943395	chr3	3469
PL06975	5973954	chrom2	1514	L_var_06554	31940286	chr3	3468
PL06368	6025045	chrom2	1515	L_var_06551	31852177	chr3	3467
PL07457	6049995	chrom2	1516	L_var_06548	31778469	chr3	3466
PL05112	6101767	chrom2	1517	L_var_06547	31730283	chr3	3465
PL06699	6166584	chrom2	1518	L_var_06546	31647910	chr3	3464
PL05706	6179975	chrom2	1519	L_var_06542	31601462	chr3	3463
PL06113	6182304	chrom2	1520	L_var_06541	31571438	chr3	3462
PL06846	6192149	chrom2	1521	L_var_06907	44158498	chr3	3673
PL06507	6214893	chrom2	1522	L_var_06959	46105198	chr3	3690
PL06623	6241381	chrom2	1523	L_var_06905	44070230	chr3	3672
PL05297	6261913	chrom2	1524	L_var_06904	44068176	chr3	3671
PL05367	6389018	chrom2	1526	L_var_07365	60251646	chr3	3961
PL06934	6567368	chrom2	1527	L_var_07505	65006335	chr3	4053
PL04929	6573098	chrom2	1528	L_var_07212	54596049	chr3	3859
PL05364	6591110	chrom2	1529	L_var_07217	54666731	chr3	3861
PL06796	6765246	chrom2	1530	L_var_07218	54709459	chr3	3862
PL04998	6823297	chrom2	1531	L_var_06538	31407608	chr3	3459
PL06778	6902582	chrom2	1532	L_var_06539	31499076	chr3	3460
PL05894	6958156	chrom2	1533	L_var_06540	31554232	chr3	3461
PL06615	6965305	chrom2	1534	L_var_05865	7443010	chr3	3016
PL05405	7256210	chrom2	1535	L_var_05866	7498033	chr3	3017
PL07227	7269449	chrom2	1536	L_var_05868	7695864	chr3	3018
PL05444	7293822	chrom2	1537	L_var_05869	7720007	chr3	3019
PL07359	7298615	chrom2	1538	L_var_05870	7736322	chr3	3020
PL05823	7320681	chrom2	1539	L_var_05871	7744717	chr3	3021
PL06870	7354282	chrom2	1540	L_var_05873	7781269	chr3	3022
PL06702	7389392	chrom2	1541	L_var_05875	7818347	chr3	3023
PL06288	7399407	chrom2	1542	L_var_06236	21407333	chr3	3257
PL07113	7454807	chrom2	1543	L_var_06110	16582454	chr3	3166
PL06426	7464374	chrom2	1544	L_var_06109	16564606	chr3	3165
PL05187	7511548	chrom2	1545	L_var_06108	16533950	chr3	3164
PL07169	7542227	chrom2	1546	L_var_06106	16479415	chr3	3162
PL05310	7597375	chrom2	1547	L_var_06105	16447443	chr3	3161
PL05451	7600418	chrom2	1548	L_var_06104	16435522	chr3	3160
PL06894	7679832	chrom2	1552	L_var_06101	16382399	chr3	3159
PL07453	7755001	chrom2	1553	L_var_06099	16309934	chr3	3158
PL06104	7837386	chrom2	1554	L_var_06097	16222632	chr3	3157
PL05302	7893675	chrom2	1555	L_var_06096	16185594	chr3	3156
PL05148	7910315	chrom2	1556	L_var_06095	16171382	chr3	3155
PL05800	7936995	chrom2	1557	L_var_06094	16149884	chr3	3154
PL07435	7941523	chrom2	1558	L_var_06091	16136217	chr3	3153
PL06400	7963216	chrom2	1559	L_var_06090	16097049	chr3	3152
PL06242	8042558	chrom2	1560	L_var_05973	11470825	chr3	3075
PL07109	8071128	chrom2	1561	L_var_05974	11524589	chr3	3076
PL06367	8085280	chrom2	1562	L_var_05975	11528237	chr3	3077
PL06580	8114515	chrom2	1563	L_var_05976	11579869	chr3	3079
PL07707	8114850	chrom2	1564	L_var_05977	11579589	chr3	3078
PL05395	8143377	chrom2	1565	L_var_05980	11653947	chr3	3080
PL06883	8157520	chrom2	1566	L_var_05981	11675945	chr3	3081
PL06522	8207195	chrom2	1567	L_var_05982	11731152	chr3	3082
PL07253	8312096	chrom2	1568	L_var_05983	11789460	chr3	3083
PL06634	8314689	chrom2	1569	L_var_05985	11858809	chr3	3084
PL06336	8348169	chrom2	1570	L_var_05986	11921077	chr3	3085
PL05518	8359764	chrom2	1571	L_var_05987	11950441	chr3	3086
PL06151	8382400	chrom2	1572	L_var_05988	11994991	chr3	3087
PL05625	8430712	chrom2	1573	L_var_05989	12086602	chr3	3088
PL04963	8616232	chrom2	1574	L_var_05990	12290666	chr3	3089
PL07554	8689187	chrom2	1575	L_var_05993	12427211	chr3	3090
PL06036	8690900	chrom2	1576	L_var_05994	12437921	chr3	3091
PL07700	8728697	chrom2	1577	L_var_05998	12497361	chr3	3093
PL05415	8743198	chrom2	1578	L_var_05999	12501931	chr3	3094
PL07796	9071098	chrom2	1579	L_var_06002	12751616	chr3	3095
PL06316	9129371	chrom2	1581	L_var_06003	12815359	chr3	3096
PL06590	9149372	chrom2	1582	L_var_06004	12824022	chr3	3097
PL05650	9201563	chrom2	1583	L_var_06005	12852471	chr3	3098
PL07776	9201711	chrom2	1584	L_var_06007	12902465	chr3	3099
PL07105	9441055	chrom2	1585	L_var_06008	12950181	chr3	3100
PL06996	9449289	chrom2	1586	L_var_06010	13142989	chr3	3101
PL06262	9457399	chrom2	1587	L_var_06011	13162374	chr3	3102
PL06068	9471366	chrom2	1588	L_var_06012	13174432	chr3	3103
PL05882	9507535	chrom2	1589	L_var_06014	13215006	chr3	3104
PL07073	9548915	chrom2	1590	L_var_06017	13328710	chr3	3105
PL07754	9561638	chrom2	1591	L_var_06018	13381278	chr3	3106
PL05080	9660839	chrom2	1592	L_var_06020	13468269	chr3	3107
PL06253	9725260	chrom2	1594	L_var_06022	13498197	chr3	3108
PL04969	9855806	chrom2	1595	L_var_06023	13628839	chr3	3109
PL06024	9992405	chrom2	1596	L_var_07745	73252506	chr3	4207
PL07338	10095377	chrom2	1597	L_var_07746	73536257	chr3	4208
PL06391	10120525	chrom2	1598	L_var_07747	73538119	chr3	4209
PL06274	10254628	chrom2	1599	L_var_07748	73669389	chr3	4210
PL05400	10256808	chrom2	1600	L_var_07749	73670135	chr3	4211
PL06096	10282501	chrom2	1601	L_var_07750	73710165	chr3	4212
PL07217	10289593	chrom2	1602	L_var_07751	73718132	chr3	4213
PL04773	10460251	chrom2	1603	L_var_07487	64479249	chr3	4040
PL04841	10493215	chrom2	1604	L_var_07486	64424228	chr3	4039
PL05351	10495989	chrom2	1605	L_var_07485	64368098	chr3	4038
PL07000	10584580	chrom2	1606	L_var_07484	64294035	chr3	4037
PL05801	10703632	chrom2	1607	L_var_07482	64221814	chr3	4036
PL05488	10723294	chrom2	1608	L_var_07480	64210988	chr3	4035
PL05651	10926879	chrom2	1609	L_var_06212	20541081	chr3	3239
PL07339	10944714	chrom2	1610	L_var_06211	20507457	chr3	3238
PL05026	10954891	chrom2	1611	L_var_06210	20477192	chr3	3237
PL05435	10962352	chrom2	1612	L_var_06209	20438552	chr3	3236
PL06204	10979872	chrom2	1613	L_var_06208	20402998	chr3	3235
PL05688	10990642	chrom2	1614	L_var_06207	20380054	chr3	3234
PL06063	11011972	chrom2	1615	L_var_06206	20337677	chr3	3233
PL06116	11029687	chrom2	1616	L_var_06205	20334018	chr3	3232
PL06387	11035247	chrom2	1617	L_var_06204	20316267	chr3	3231
PL07119	11059755	chrom2	1618	L_var_06203	20283763	chr3	3230
PL05194	11208060	chrom2	1619	L_var_06202	20260693	chr3	3229
PL05633	11295301	chrom2	1621	L_var_06201	20176529	chr3	3228
PL07159	11340805	chrom2	1622	L_var_06200	20146294	chr3	3227
PL07069	11398352	chrom2	1623	L_var_06199	20127884	chr3	3226
PL06601	11431329	chrom2	1624	L_var_06198	20055062	chr3	3225
PL05579	11463720	chrom2	1625	L_var_06197	20014498	chr3	3224
PL05994	11562864	chrom2	1626	L_var_06196	19936158	chr3	3223
PL05923	11676591	chrom2	1627	L_var_06194	19856456	chr3	3222
PL05607	11694353	chrom2	1628	L_var_06193	19841195	chr3	3221
PL05345	11700271	chrom2	1629	L_var_06192	19834270	chr3	3220
PL06755	11757983	chrom2	1630	L_var_06190	19786394	chr3	3219
PL05881	11769390	chrom2	1631	L_var_06189	19782041	chr3	3218
PL06901	11861233	chrom2	1633	L_var_06185	19721400	chr3	3217
PL07296	11876062	chrom2	1634	L_var_06184	19597309	chr3	3216
PL05162	12034542	chrom2	1635	L_var_06182	19533426	chr3	3215
PL06150	12067216	chrom2	1636	L_var_06181	19531520	chr3	3214
PL05020	12186614	chrom2	1637	L_var_06180	19446617	chr3	3213
PL06154	12231522	chrom2	1638	L_var_06179	19394445	chr3	3212
PL06842	12238534	chrom2	1639	L_var_06177	19373316	chr3	3210
PL07365	12295268	chrom2	1640	L_var_06174	19237305	chr3	3209
PL07450	12346463	chrom2	1641	L_var_06173	19198434	chr3	3208
PL07310	12431834	chrom2	1642	L_var_06171	19137833	chr3	3207
PL07470	12459548	chrom2	1643	L_var_06169	19103676	chr3	3206
PL06434	12464695	chrom2	1644	L_var_06600	33595164	chr3	3499
PL06543	12484935	chrom2	1645	L_var_06601	33629866	chr3	3500
PL05182	12516627	chrom2	1646	L_var_06389	26224226	chr3	3357
PL07302	12521141	chrom2	1647	L_var_06390	26239473	chr3	3358
PL04925	12543887	chrom2	1648	L_var_06391	26260540	chr3	3359
PL06427	12743037	chrom2	1649	L_var_06393	26334933	chr3	3360
PL06706	12865489	chrom2	1650	L_var_06394	26428276	chr3	3361
PL05975	12882835	chrom2	1651	L_var_06395	26457050	chr3	3362
PL07118	12905357	chrom2	1652	L_var_06396	26496911	chr3	3363
PL05777	12930857	chrom2	1653	L_var_06397	26518990	chr3	3364
PL05486	12953107	chrom2	1654	L_var_06077	15616482	chr3	3145
PL05622	12973297	chrom2	1655	L_var_06061	14928944	chr3	3133
PL06470	13023825	chrom2	1656	L_var_06059	14922999	chr3	3132
PL05591	13037810	chrom2	1657	L_var_06058	14873413	chr3	3131
PL07413	13043187	chrom2	1658	L_var_06057	14846860	chr3	3130
PL04989	13051883	chrom2	1659	L_var_06056	14809167	chr3	3129
PL05208	13093145	chrom2	1660	L_var_05791	4528275	chr3	2966
PL07344	13227367	chrom2	1661	L_var_05790	4438480	chr3	2964
PL06639	13259639	chrom2	1662	L_var_05788	4415440	chr3	2962
PL07410	13305752	chrom2	1663	L_var_05787	4383023	chr3	2961
PL07104	13345589	chrom2	1664	L_var_05786	4288456	chr3	2960
PL04850	13371840	chrom2	1665	L_var_05785	4288319	chr3	2959
PL04857	13460038	chrom2	1666	L_var_05781	4232186	chr3	2957
PL06362	13739540	chrom2	1667	L_var_06851	42289403	chr3	3639
PL05968	13752016	chrom2	1668	L_var_06850	42274256	chr3	3638
PL06695	13757554	chrom2	1669	L_var_06849	42271590	chr3	3637
PL06447	13776909	chrom2	1670	L_var_06848	42241945	chr3	3636
PL06738	13898551	chrom2	1671	L_var_06844	42135677	chr3	3635
PL07289	13982013	chrom2	1672	L_var_06843	42097333	chr3	3634
PL06058	14227736	chrom2	1673	L_var_06840	41916010	chr3	3633
PL05285	14492459	chrom2	1674	L_var_06838	41720122	chr3	3631
PL06651	14498396	chrom2	1675	L_var_06837	41719994	chr3	3630
PL07368	14512341	chrom2	1676	L_var_05922	9358378	chr3	3052
PL06205	14533568	chrom2	1677	L_var_05923	9385487	chr3	3053
PL05466	14570342	chrom2	1678	L_var_05924	9421368	chr3	3054
PL05396	14599165	chrom2	1679	L_var_05928	9522993	chr3	3055
