s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg
L_var_05531	82004369	chr2	1665	g189366	21922568	scaffold_7	3528	E
L_var_02913	3137751	chr2	833	g9600	34202456	scaffold_10	4076	G
L_var_03044	6972121	chr2	854	g3015	6184440	scaffold_10	3799	G
L_var_04129	40428762	chr2	1190	g6451	20696907	scaffold_10	3923	G
L_var_04214	46061971	chr2	1203	g6584	21314241	scaffold_10	3928	G
L_var_04221	46219661	chr2	1204	g10509	38441714	scaffold_10	4124	G
L_var_04225	46273498	chr2	1205	g9667	34513893	scaffold_10	4080	G
L_var_04230	46414181	chr2	1206	g4832	13878886	scaffold_10	3853	G
L_var_04231	46484833	chr2	1207	g11214	42414188	scaffold_10	4174	G
L_var_04236	46676928	chr2	1208	g5887	18349005	scaffold_10	3906	G
L_var_04237	46683625	chr2	1209	g1623	231075	scaffold_10	3768	G
L_var_04239	46762194	chr2	1210	g6328	20161894	scaffold_10	3917	G
L_var_04241	46839963	chr2	1211	g10830	40197496	scaffold_10	4142	G
L_var_04242	46855190	chr2	1212	g10859	40343525	scaffold_10	4145	G
L_var_04245	46937792	chr2	1213	g11434	43489690	scaffold_10	4184	G
L_var_04246	46964989	chr2	1214	g8733	30017092	scaffold_10	4031	G
L_var_04272	47504600	chr2	1221	g10801	40025212	scaffold_10	4141	G
L_var_04273	47544162	chr2	1222	g10894	40487802	scaffold_10	4148	G
L_var_04274	47573867	chr2	1223	g10884	40432075	scaffold_10	4147	G
L_var_04279	47706243	chr2	1225	g6858	22309889	scaffold_10	3940	G
L_var_04288	48071346	chr2	1229	g5499	16819686	scaffold_10	3889	G
L_var_04290	48138928	chr2	1230	g4871	14021151	scaffold_10	3858	G
L_var_04292	48196780	chr2	1231	g10591	38786143	scaffold_10	4128	G
L_var_04299	48319419	chr2	1232	g7241	24131573	scaffold_10	3957	G
L_var_04300	48499161	chr2	1233	g10217	37003240	scaffold_10	4109	G
L_var_04306	48590182	chr2	1234	g7548	25296121	scaffold_10	3972	G
L_var_04307	48604836	chr2	1235	g4960	14465503	scaffold_10	3862	G
L_var_04314	48828459	chr2	1236	g8781	30292067	scaffold_10	4034	G
L_var_04315	48860929	chr2	1237	g9261	32740698	scaffold_10	4063	G
L_var_04318	48920785	chr2	1238	g9109	32065906	scaffold_10	4051	G
L_var_04325	49074304	chr2	1239	g6770	21972581	scaffold_10	3935	G
L_var_04456	52830864	chr2	1291	g9292	32875601	scaffold_10	4068	G
L_var_04457	52834910	chr2	1292	g9291	32869591	scaffold_10	4067	G
L_var_04459	52882319	chr2	1293	g9277	32805331	scaffold_10	4066	G
L_var_04466	53270678	chr2	1295	g8860	30621073	scaffold_10	4039	G
L_var_04467	53322531	chr2	1296	g5377	16414976	scaffold_10	3882	G
L_var_04482	53718652	chr2	1297	g3957	9798903	scaffold_10	3821	G
L_var_04484	53749325	chr2	1298	g4992	14597410	scaffold_10	3867	G
L_var_04485	53780831	chr2	1299	g3962	9809673	scaffold_10	3822	G
L_var_04486	53783756	chr2	1300	g8499	29008338	scaffold_10	4018	G
L_var_04491	53893794	chr2	1301	g6692	21724856	scaffold_10	3932	G
L_var_04492	53894036	chr2	1302	g2355	3503840	scaffold_10	3786	G
L_var_04493	53916710	chr2	1303	g7571	25377892	scaffold_10	3975	G
L_var_04497	54035420	chr2	1304	g7070	23229542	scaffold_10	3951	G
L_var_04498	54092228	chr2	1305	g6555	21187596	scaffold_10	3926	G
L_var_04502	54154456	chr2	1307	g7120	23540219	scaffold_10	3953	G
L_var_04505	54228962	chr2	1308	g3069	6479410	scaffold_10	3801	G
L_var_04512	54341520	chr2	1310	g2885	5731650	scaffold_10	3797	G
L_var_04520	54823438	chr2	1311	g10064	36082684	scaffold_10	4099	G
L_var_04521	54990583	chr2	1312	g10106	36478639	scaffold_10	4101	G
L_var_04548	55960233	chr2	1314	g11047	41364152	scaffold_10	4161	G
L_var_04553	56022152	chr2	1315	g11218	42433468	scaffold_10	4176	G
L_var_04554	56060341	chr2	1316	g8480	28943171	scaffold_10	4017	G
L_var_04558	56125423	chr2	1317	g10492	38348087	scaffold_10	4120	G
L_var_04568	56572697	chr2	1318	g9789	34934737	scaffold_10	4088	G
L_var_04579	57086405	chr2	1319	g11792	45141849	scaffold_10	4199	G
L_var_04590	57224602	chr2	1321	g6735	21863855	scaffold_10	3934	G
L_var_04596	57410837	chr2	1323	g10896	40498708	scaffold_10	4149	G
L_var_04601	57615738	chr2	1324	g10075	36202064	scaffold_10	4100	G
L_var_04605	57835999	chr2	1325	g7577	25407493	scaffold_10	3976	G
L_var_04610	58048498	chr2	1327	g10379	37675829	scaffold_10	4118	G
L_var_04621	58253125	chr2	1328	g8979	31457602	scaffold_10	4044	G
L_var_04627	58639338	chr2	1329	g5395	16468101	scaffold_10	3885	G
L_var_04630	58688640	chr2	1330	g7343	24511180	scaffold_10	3964	G
L_var_04632	58698667	chr2	1331	g7344	24512653	scaffold_10	3965	G
L_var_04637	58787886	chr2	1332	g11181	42204417	scaffold_10	4170	G
L_var_04651	59296916	chr2	1334	g9793	34951279	scaffold_10	4089	G
L_var_04652	59313481	chr2	1335	g9788	34929992	scaffold_10	4087	G
L_var_04660	59697497	chr2	1336	g8430	28659750	scaffold_10	4012	G
L_var_04665	59852388	chr2	1337	g2101	2126848	scaffold_10	3784	G
L_var_04680	60072492	chr2	1339	g10897	40500380	scaffold_10	4150	G
L_var_04692	60593406	chr2	1341	g10785	39894134	scaffold_10	4138	G
L_var_04697	60725849	chr2	1342	g10933	40687950	scaffold_10	4153	G
L_var_04700	60871262	chr2	1344	g1994	1758925	scaffold_10	3776	G
L_var_04701	60937815	chr2	1345	g1966	1644757	scaffold_10	3775	G
L_var_04703	61029117	chr2	1346	g7626	25577368	scaffold_10	3979	G
L_var_04704	61049251	chr2	1347	g2029	1874944	scaffold_10	3782	G
L_var_04708	61180602	chr2	1348	g10649	39194039	scaffold_10	4132	G
L_var_04711	61294868	chr2	1349	g11502	43824567	scaffold_10	4189	G
L_var_04713	61369279	chr2	1350	g6999	22933299	scaffold_10	3949	G
L_var_04720	61547948	chr2	1351	g10778	39866130	scaffold_10	4137	G
L_var_04722	61562169	chr2	1352	g5621	17315622	scaffold_10	3894	G
L_var_04723	61608911	chr2	1353	g5624	17334426	scaffold_10	3895	G
L_var_04727	61858044	chr2	1354	g11417	43411951	scaffold_10	4183	G
L_var_04735	62074387	chr2	1356	g6287	19990157	scaffold_10	3916	G
L_var_04742	62305249	chr2	1357	g6190	19686909	scaffold_10	3915	G
L_var_04750	62473061	chr2	1359	g6960	22725071	scaffold_10	3947	G
L_var_04751	62506262	chr2	1360	g8399	28535532	scaffold_10	4010	G
L_var_04762	62746509	chr2	1361	g5551	17071781	scaffold_10	3893	G
L_var_04767	62884014	chr2	1362	g8856	30598577	scaffold_10	4038	G
L_var_04769	62941443	chr2	1363	g1841	1077581	scaffold_10	3773	G
L_var_04803	63302806	chr2	1366	g5871	18276807	scaffold_10	3905	G
L_var_04804	63362610	chr2	1367	g9330	33053612	scaffold_10	4071	G
L_var_04805	63381757	chr2	1368	g9338	33075864	scaffold_10	4072	G
L_var_04806	63397567	chr2	1369	g9340	33088694	scaffold_10	4073	G
L_var_04808	63442699	chr2	1370	g9323	33019381	scaffold_10	4070	G
L_var_04815	63605502	chr2	1371	g8421	28615429	scaffold_10	4011	G
L_var_04817	63734024	chr2	1372	g10256	37155981	scaffold_10	4111	G
L_var_04831	64019156	chr2	1375	g4469	12296362	scaffold_10	3841	G
L_var_04833	64073309	chr2	1377	g6913	22562135	scaffold_10	3945	G
L_var_04843	64275592	chr2	1380	g3594	8250512	scaffold_10	3810	G
L_var_04848	64348842	chr2	1381	g8100	27284683	scaffold_10	3997	G
L_var_04850	64467654	chr2	1382	g6832	22212364	scaffold_10	3938	G
L_var_04851	64467845	chr2	1383	g6839	22244288	scaffold_10	3939	G
L_var_04852	64517327	chr2	1384	g9147	32237853	scaffold_10	4053	G
L_var_04855	64581556	chr2	1386	g6342	20247466	scaffold_10	3918	G
L_var_04860	64681268	chr2	1388	g9479	33713810	scaffold_10	4075	G
L_var_04861	64687720	chr2	1389	g7874	26519315	scaffold_10	3989	G
L_var_04867	64914540	chr2	1390	g9140	32212146	scaffold_10	4052	G
L_var_04882	65178053	chr2	1392	g7549	25314753	scaffold_10	3973	G
L_var_04900	65523643	chr2	1395	g11030	41302692	scaffold_10	4160	G
L_var_04903	65609535	chr2	1396	g5267	15958618	scaffold_10	3879	G
L_var_04904	65633638	chr2	1397	g4356	11857862	scaffold_10	3838	G
L_var_04915	65983184	chr2	1398	g8723	29980259	scaffold_10	4030	G
L_var_04914	65988384	chr2	1399	g8705	29893987	scaffold_10	4028	G
L_var_04916	66047909	chr2	1400	g10494	38371583	scaffold_10	4121	G
L_var_04917	66084546	chr2	1401	g4663	13047802	scaffold_10	3848	G
L_var_04926	66328323	chr2	1404	g7488	25067099	scaffold_10	3969	G
L_var_04937	66618530	chr2	1405	g5869	18268941	scaffold_10	3904	G
L_var_04950	66943072	chr2	1406	g4824	13829431	scaffold_10	3852	G
L_var_04951	66978912	chr2	1407	g9179	32362233	scaffold_10	4056	G
L_var_04952	66983494	chr2	1408	g7802	26215514	scaffold_10	3987	G
L_var_04953	67035185	chr2	1409	g8008	26911365	scaffold_10	3993	G
L_var_04954	67084048	chr2	1410	g9984	35729558	scaffold_10	4095	G
L_var_04956	67107301	chr2	1411	g8771	30265241	scaffold_10	4033	G
L_var_04957	67125109	chr2	1412	g6776	21989307	scaffold_10	3936	G
L_var_04959	67147521	chr2	1413	g4961	14469658	scaffold_10	3863	G
L_var_04966	67283239	chr2	1414	g10161	36690787	scaffold_10	4106	G
L_var_04967	67311423	chr2	1415	g4847	13946178	scaffold_10	3857	G
L_var_04968	67389189	chr2	1416	g4845	13942052	scaffold_10	3856	G
L_var_04970	67419041	chr2	1417	g10313	37450854	scaffold_10	4113	G
L_var_04976	67515780	chr2	1418	g10119	36517216	scaffold_10	4102	G
L_var_04978	67575563	chr2	1420	g7890	26594336	scaffold_10	3991	G
L_var_04980	67678216	chr2	1422	g8006	26887394	scaffold_10	3992	G
L_var_04982	67711832	chr2	1423	g11770	45024893	scaffold_10	4196	G
L_var_04983	67753321	chr2	1424	g3090	6555276	scaffold_10	3803	G
L_var_04985	67816832	chr2	1425	g1866	1180408	scaffold_10	3774	G
L_var_04988	67890292	chr2	1427	g2500	4121671	scaffold_10	3788	G
L_var_04990	67941177	chr2	1428	g9227	32623401	scaffold_10	4060	G
L_var_04991	67987374	chr2	1429	g9244	32683408	scaffold_10	4061	G
L_var_04992	68025552	chr2	1430	g4455	12247833	scaffold_10	3840	G
L_var_04995	68101438	chr2	1431	g11365	43112387	scaffold_10	4181	G
L_var_04996	68120616	chr2	1432	g11363	43098744	scaffold_10	4180	G
L_var_05004	68296086	chr2	1434	g5512	16889645	scaffold_10	3890	G
L_var_05006	68332732	chr2	1436	g5779	17906077	scaffold_10	3899	G
L_var_05009	68360084	chr2	1437	g8747	30092667	scaffold_10	4032	G
L_var_05012	68479958	chr2	1438	g3950	9762433	scaffold_10	3819	G
L_var_05013	68489224	chr2	1439	g3953	9773236	scaffold_10	3820	G
L_var_05015	68527490	chr2	1440	g1625	238050	scaffold_10	3769	G
L_var_05017	68545075	chr2	1441	g10348	37574258	scaffold_10	4117	G
L_var_05022	68683334	chr2	1442	g10263	37176471	scaffold_10	4112	G
L_var_05024	68772389	chr2	1444	g8666	29793242	scaffold_10	4025	G
L_var_05027	68851035	chr2	1446	g8380	28469306	scaffold_10	4009	G
L_var_05028	68925092	chr2	1447	g8355	28373782	scaffold_10	4006	G
L_var_05029	68925163	chr2	1448	g8352	28361374	scaffold_10	4005	G
L_var_05030	68979028	chr2	1449	g7604	25516361	scaffold_10	3978	G
L_var_05031	68994315	chr2	1450	g5932	18511535	scaffold_10	3907	G
L_var_05032	69047670	chr2	1451	g7461	24954240	scaffold_10	3966	G
L_var_05033	69059407	chr2	1452	g2010	1811032	scaffold_10	3778	G
L_var_05037	69109974	chr2	1454	g10906	40551888	scaffold_10	4152	G
L_var_05040	69213323	chr2	1456	g10134	36569610	scaffold_10	4103	G
L_var_05046	69335357	chr2	1457	g9776	34886107	scaffold_10	4086	G
L_var_05047	69346630	chr2	1458	g9769	34869766	scaffold_10	4085	G
L_var_05051	69393116	chr2	1459	g6360	20368465	scaffold_10	3919	G
L_var_05054	69495160	chr2	1461	g5956	18583611	scaffold_10	3909	G
L_var_05055	69495474	chr2	1462	g9302	32934715	scaffold_10	4069	G
L_var_05056	69528171	chr2	1463	g6926	22614696	scaffold_10	3946	G
L_var_05059	69547719	chr2	1464	g1727	584440	scaffold_10	3771	G
L_var_05058	69547782	chr2	1465	g4616	12848340	scaffold_10	3847	G
L_var_05062	69695232	chr2	1466	g3265	7258619	scaffold_10	3805	G
L_var_05070	69833544	chr2	1470	g4268	11457438	scaffold_10	3834	G
L_var_05071	69895883	chr2	1471	g4752	13582680	scaffold_10	3851	G
L_var_05072	69896105	chr2	1472	g4749	13571601	scaffold_10	3850	G
L_var_05075	69957109	chr2	1473	g7762	26086502	scaffold_10	3986	G
L_var_05082	70172727	chr2	1475	g10162	36704804	scaffold_10	4107	G
L_var_05084	70256211	chr2	1476	g10898	40524098	scaffold_10	4151	G
L_var_05086	70276556	chr2	1477	g11070	41539702	scaffold_10	4163	G
L_var_05090	70324681	chr2	1478	g2503	4138155	scaffold_10	3789	G
L_var_05091	70349769	chr2	1479	g2514	4192628	scaffold_10	3790	G
L_var_05092	70370215	chr2	1480	g7256	24166076	scaffold_10	3960	G
L_var_05094	70392505	chr2	1481	g11133	41855985	scaffold_10	4164	G
L_var_05096	70457524	chr2	1482	g4371	11913252	scaffold_10	3839	G
L_var_05097	70478035	chr2	1483	g6426	20618279	scaffold_10	3921	G
L_var_05099	70499877	chr2	1484	g5154	15457818	scaffold_10	3874	G
L_var_05101	70519773	chr2	1485	g5151	15438552	scaffold_10	3873	G
L_var_05103	70587903	chr2	1486	g8262	27962176	scaffold_10	4001	G
L_var_05104	70612015	chr2	1487	g10323	37472850	scaffold_10	4114	G
L_var_05111	70825310	chr2	1489	g4963	14489568	scaffold_10	3864	G
L_var_05112	70841861	chr2	1490	g11236	42540046	scaffold_10	4178	G
L_var_05113	70873197	chr2	1491	g11562	44034093	scaffold_10	4192	G
L_var_05117	70926807	chr2	1493	g4614	12841944	scaffold_10	3846	G
L_var_05118	70941489	chr2	1494	g8636	29531300	scaffold_10	4022	G
L_var_05119	70943882	chr2	1495	g8638	29541398	scaffold_10	4023	G
L_var_05123	71014683	chr2	1496	g3637	8350949	scaffold_10	3811	G
L_var_05124	71061753	chr2	1497	g9761	34852779	scaffold_10	4084	G
L_var_05128	71163000	chr2	1499	g8372	28446597	scaffold_10	4008	G
L_var_05130	71230021	chr2	1500	g6086	19068675	scaffold_10	3911	G
L_var_05133	71326242	chr2	1501	g10329	37481901	scaffold_10	4115	G
L_var_05134	71343680	chr2	1502	g7334	24481763	scaffold_10	3963	G
L_var_05142	71858135	chr2	1505	g9891	35375534	scaffold_10	4093	G
L_var_05144	71921810	chr2	1506	g8310	28173119	scaffold_10	4004	G
L_var_05147	72002457	chr2	1507	g4042	10128628	scaffold_10	3828	G
L_var_05149	72084560	chr2	1508	g5158	15469189	scaffold_10	3875	G
L_var_05151	72140879	chr2	1509	g5809	18058861	scaffold_10	3902	G
L_var_05174	72477788	chr2	1511	g5681	17571022	scaffold_10	3896	G
L_var_05175	72478157	chr2	1512	g5695	17602625	scaffold_10	3897	G
L_var_05176	72539738	chr2	1513	g4971	14504847	scaffold_10	3865	G
L_var_05179	72557664	chr2	1514	g8811	30409807	scaffold_10	4036	G
L_var_05181	72620580	chr2	1515	g6887	22417740	scaffold_10	3941	G
L_var_05182	72639943	chr2	1516	g6817	22150108	scaffold_10	3937	G
L_var_05183	72640159	chr2	1517	g9270	32776412	scaffold_10	4065	G
L_var_05184	72658584	chr2	1518	g7065	23213644	scaffold_10	3950	G
L_var_05186	72685377	chr2	1519	g10791	39909667	scaffold_10	4140	G
L_var_05189	72776034	chr2	1521	g4034	10077924	scaffold_10	3827	G
L_var_05190	72803692	chr2	1522	g11168	42118974	scaffold_10	4169	G
L_var_05191	72816247	chr2	1523	g5262	15932846	scaffold_10	3878	G
L_var_05192	72844156	chr2	1524	g2733	5201918	scaffold_10	3792	G
L_var_05193	72892226	chr2	1525	g2736	5219235	scaffold_10	3793	G
L_var_05200	73054838	chr2	1526	g4007	9964035	scaffold_10	3824	G
L_var_05201	73075639	chr2	1527	g5113	15262757	scaffold_10	3870	G
L_var_05202	73083277	chr2	1528	g5109	15238628	scaffold_10	3869	G
L_var_05203	73106358	chr2	1529	g2752	5263126	scaffold_10	3794	G
L_var_05205	73162712	chr2	1530	g3794	8967203	scaffold_10	3817	G
L_var_05208	73273918	chr2	1532	g11152	42009933	scaffold_10	4166	G
L_var_05209	73339648	chr2	1533	g11147	41923935	scaffold_10	4165	G
L_var_05210	73386695	chr2	1534	g7883	26573576	scaffold_10	3990	G
L_var_05211	73393480	chr2	1535	g4066	10195445	scaffold_10	3830	G
L_var_05212	73407038	chr2	1536	g4071	10203247	scaffold_10	3831	G
L_var_05216	73565327	chr2	1537	g10154	36659041	scaffold_10	4105	G
L_var_05219	73635160	chr2	1538	g10229	37057686	scaffold_10	4110	G
L_var_05221	73678893	chr2	1539	g8829	30500715	scaffold_10	4037	G
L_var_05222	73682410	chr2	1540	g3746	8809130	scaffold_10	3814	G
L_var_05225	73756345	chr2	1541	g5860	18237477	scaffold_10	3903	G
L_var_05226	73833540	chr2	1542	g5517	16901391	scaffold_10	3891	G
L_var_05228	73889337	chr2	1544	g6899	22478497	scaffold_10	3944	G
L_var_05230	73896156	chr2	1545	g8639	29552508	scaffold_10	4024	G
L_var_05237	74160270	chr2	1546	g8360	28390827	scaffold_10	4007	G
L_var_05239	74223465	chr2	1547	g11775	45080072	scaffold_10	4197	G
L_var_05245	74313653	chr2	1549	g10604	38879331	scaffold_10	4130	G
L_var_05247	74342832	chr2	1551	g3737	8778219	scaffold_10	3813	G
L_var_05248	74418174	chr2	1552	g8079	27224595	scaffold_10	3996	G
L_var_05252	74439212	chr2	1553	g2008	1806162	scaffold_10	3777	G
L_var_05253	74459832	chr2	1554	g5382	16436681	scaffold_10	3883	G
L_var_05256	74595725	chr2	1555	g4104	10356596	scaffold_10	3832	G
L_var_05259	74729340	chr2	1556	g8863	30640236	scaffold_10	4041	G
L_var_05267	74991273	chr2	1558	g5353	16338009	scaffold_10	3881	G
L_var_05271	75177519	chr2	1559	g11967	46016707	scaffold_10	4200	G
L_var_05276	75307391	chr2	1560	g5125	15291825	scaffold_10	3872	G
L_var_05277	75309620	chr2	1561	g5119	15277841	scaffold_10	3871	G
L_var_05294	75712661	chr2	1564	g10961	40834225	scaffold_10	4156	G
L_var_05303	75868597	chr2	1566	g11229	42496068	scaffold_10	4177	G
L_var_05302	75868777	chr2	1567	g4474	12314841	scaffold_10	3842	G
L_var_05312	76009248	chr2	1569	g3258	7235941	scaffold_10	3804	G
L_var_05314	76076878	chr2	1570	g9174	32346753	scaffold_10	4055	G
L_var_05317	76156036	chr2	1571	g6898	22462035	scaffold_10	3943	G
L_var_05318	76181115	chr2	1572	g3383	7636180	scaffold_10	3808	G
L_var_05320	76263441	chr2	1573	g9258	32733293	scaffold_10	4062	G
L_var_05324	76311338	chr2	1574	g5100	15199321	scaffold_10	3868	G
L_var_05326	76337740	chr2	1575	g10957	40820505	scaffold_10	4155	G
L_var_05327	76356546	chr2	1576	g3288	7353452	scaffold_10	3807	G
L_var_05335	76458253	chr2	1581	g9641	34411016	scaffold_10	4079	G
L_var_05337	76493370	chr2	1582	g11762	44982810	scaffold_10	4195	G
L_var_05338	76526190	chr2	1583	g10695	39464576	scaffold_10	4134	G
L_var_05339	76527259	chr2	1584	g4947	14432146	scaffold_10	3860	G
L_var_05342	76549140	chr2	1585	g11401	43303216	scaffold_10	4182	G
L_var_05358	76874005	chr2	1587	g5807	18041540	scaffold_10	3901	G
L_var_05364	77020066	chr2	1590	g8474	28925205	scaffold_10	4015	G
L_var_05365	77021036	chr2	1591	g8477	28933618	scaffold_10	4016	G
L_var_05367	77040557	chr2	1592	g11494	43745890	scaffold_10	4188	G
L_var_05368	77094613	chr2	1593	g4060	10171807	scaffold_10	3829	G
L_var_05375	77208660	chr2	1594	g9077	31948742	scaffold_10	4049	G
L_var_05377	77263191	chr2	1596	g5458	16666175	scaffold_10	3887	G
L_var_05379	77278502	chr2	1597	g6996	22916624	scaffold_10	3948	G
L_var_05380	77295067	chr2	1598	g8292	28107870	scaffold_10	4002	G
L_var_05383	77425550	chr2	1599	g5800	18006734	scaffold_10	3900	G
L_var_05384	77464521	chr2	1600	g7728	25992988	scaffold_10	3983	G
L_var_05387	77507016	chr2	1602	g4951	14451213	scaffold_10	3861	G
L_var_05389	77522235	chr2	1603	g2829	5519209	scaffold_10	3795	G
L_var_05392	77627915	chr2	1604	g7205	23944574	scaffold_10	3955	G
L_var_05393	77640296	chr2	1605	g11215	42422713	scaffold_10	4175	G
L_var_05394	77641332	chr2	1606	g7246	24152502	scaffold_10	3959	G
L_var_05395	77663266	chr2	1607	g10202	36882535	scaffold_10	4108	G
L_var_05397	77718833	chr2	1608	g6572	21252808	scaffold_10	3927	G
L_var_05398	77795545	chr2	1609	g4597	12766430	scaffold_10	3844	G
L_var_05400	77948814	chr2	1611	g4724	13394753	scaffold_10	3849	G
L_var_05403	78322447	chr2	1612	g4503	12447807	scaffold_10	3843	G
L_var_05410	78512355	chr2	1613	g6145	19459890	scaffold_10	3914	G
L_var_05414	78588044	chr2	1614	g3977	9854299	scaffold_10	3823	G
L_var_05415	78788274	chr2	1615	g9074	31910187	scaffold_10	4048	G
L_var_05422	79005565	chr2	1616	g11063	41483007	scaffold_10	4162	G
L_var_05424	79062968	chr2	1617	g9998	35821842	scaffold_10	4097	G
L_var_05428	79114833	chr2	1618	g7466	24976060	scaffold_10	3967	G
L_var_05430	79181944	chr2	1620	g7726	25979154	scaffold_10	3982	G
L_var_05431	79220831	chr2	1621	g7590	25467896	scaffold_10	3977	G
L_var_05436	79344782	chr2	1625	g3272	7273531	scaffold_10	3806	G
L_var_05443	79532936	chr2	1626	g6409	20511602	scaffold_10	3920	G
L_var_05445	79578707	chr2	1627	g9201	32448830	scaffold_10	4058	G
L_var_05446	79618054	chr2	1628	g9218	32524775	scaffold_10	4059	G
L_var_05450	79774291	chr2	1629	g5729	17722778	scaffold_10	3898	G
L_var_05459	79873499	chr2	1630	g7741	26017669	scaffold_10	3984	G
L_var_05460	79917593	chr2	1631	g7757	26053377	scaffold_10	3985	G
L_var_05461	79967702	chr2	1632	g11243	42567526	scaffold_10	4179	G
L_var_05462	79979029	chr2	1633	g5385	16447936	scaffold_10	3884	G
L_var_05463	80001417	chr2	1634	g7257	24170373	scaffold_10	3961	G
L_var_05470	80166313	chr2	1635	g10847	40302893	scaffold_10	4144	G
L_var_05471	80236045	chr2	1636	g10845	40282859	scaffold_10	4143	G
L_var_05475	80400993	chr2	1637	g7318	24433713	scaffold_10	3962	G
L_var_05476	80415890	chr2	1638	g11160	42070011	scaffold_10	4168	G
L_var_05477	80432689	chr2	1639	g2547	4340643	scaffold_10	3791	G
L_var_05479	80463521	chr2	1640	g10993	41082479	scaffold_10	4158	G
L_var_05483	80543015	chr2	1641	g8608	29439463	scaffold_10	4021	G
L_var_05485	80658843	chr2	1643	g11555	43996885	scaffold_10	4190	G
L_var_05490	80912930	chr2	1645	g9908	35451068	scaffold_10	4094	G
L_var_05497	81114948	chr2	1646	g3424	7823500	scaffold_10	3809	G
L_var_05496	81114994	chr2	1647	g6063	18994705	scaffold_10	3910	G
L_var_05498	81126894	chr2	1648	g6627	21488904	scaffold_10	3929	G
L_var_05499	81177434	chr2	1649	g6634	21502580	scaffold_10	3930	G
L_var_05505	81306690	chr2	1651	g11456	43589314	scaffold_10	4185	G
L_var_05507	81359989	chr2	1652	g8308	28156337	scaffold_10	4003	G
L_var_05508	81365951	chr2	1653	g10050	35963441	scaffold_10	4098	G
L_var_05510	81499374	chr2	1655	g4876	14046192	scaffold_10	3859	G
L_var_05511	81559848	chr2	1656	g10599	38834679	scaffold_10	4129	G
L_var_05517	81715313	chr2	1658	g9799	34981833	scaffold_10	4090	G
L_var_05518	81744162	chr2	1659	g6468	20739048	scaffold_10	3924	G
L_var_05519	81777806	chr2	1660	g3072	6490626	scaffold_10	3802	G
L_var_05523	81863818	chr2	1661	g5541	16996283	scaffold_10	3892	G
L_var_05524	81885270	chr2	1662	g2880	5717387	scaffold_10	3796	G
L_var_05528	81932372	chr2	1664	g10878	40401815	scaffold_10	4146	G
L_var_05532	82026729	chr2	1666	g2027	1869355	scaffold_10	3780	G
L_var_05533	82032876	chr2	1667	g2028	1871462	scaffold_10	3781	G
L_var_05537	82083179	chr2	1669	g11193	42255636	scaffold_10	4173	G
L_var_05539	82139840	chr2	1671	g10490	38327325	scaffold_10	4119	G
L_var_05542	82282271	chr2	1672	g8439	28683317	scaffold_10	4013	G
L_var_05544	82334452	chr2	1673	g6891	22440001	scaffold_10	3942	G
L_var_05554	82463297	chr2	1676	g9986	35746422	scaffold_10	4096	G
L_var_05555	82467650	chr2	1677	g10555	38627459	scaffold_10	4127	G
L_var_05556	82484068	chr2	1678	g11566	44059194	scaffold_10	4193	G
L_var_05558	82526786	chr2	1679	g5276	15983503	scaffold_10	3880	G
L_var_05574	83003228	chr2	1683	g10624	39049037	scaffold_10	4131	G
L_var_05579	83104872	chr2	1684	g7570	25367659	scaffold_10	3974	G
L_var_05582	83122841	chr2	1685	g2898	5828176	scaffold_10	3798	G
L_var_05583	83181888	chr2	1686	g7543	25276836	scaffold_10	3971	G
L_var_05585	83216440	chr2	1688	g11472	43671593	scaffold_10	4186	G
L_var_05589	83260413	chr2	1689	g2022	1849984	scaffold_10	3779	G
L_var_05594	83411802	chr2	1691	g4838	13899453	scaffold_10	3854	G
L_var_05597	83485764	chr2	1692	g8460	28828521	scaffold_10	4014	G
L_var_05599	83522768	chr2	1693	g5936	18520598	scaffold_10	3908	G
L_var_05600	83541495	chr2	1694	g6429	20630528	scaffold_10	3922	G
L_var_05601	83544874	chr2	1695	g3760	8852918	scaffold_10	3815	G
L_var_05602	83580465	chr2	1696	g5489	16772204	scaffold_10	3888	G
L_var_05603	83657356	chr2	1697	g7214	23994959	scaffold_10	3956	G
L_var_05605	83758671	chr2	1698	g9166	32326663	scaffold_10	4054	G
L_var_05607	83860812	chr2	1700	g9193	32425622	scaffold_10	4057	G
L_var_05609	83905278	chr2	1701	g11188	42236224	scaffold_10	4172	G
L_var_05608	83911169	chr2	1702	g11184	42219338	scaffold_10	4171	G
L_var_05610	83915925	chr2	1703	g11159	42066434	scaffold_10	4167	G
L_var_05611	83934181	chr2	1704	g1682	424941	scaffold_10	3770	G
L_var_05613	83965710	chr2	1705	g8720	29966806	scaffold_10	4029	G
L_var_05618	84071254	chr2	1706	g8694	29866033	scaffold_10	4027	G
L_var_05619	84092347	chr2	1707	g10507	38428616	scaffold_10	4123	G
L_var_05622	84280578	chr2	1708	g7097	23404239	scaffold_10	3952	G
L_var_05627	84343971	chr2	1710	g4345	11840384	scaffold_10	3837	G
L_var_05629	84403644	chr2	1711	g11556	44001001	scaffold_10	4191	G
L_var_05630	84423832	chr2	1712	g7242	24136749	scaffold_10	3958	G
L_var_05631	84474199	chr2	1713	g8021	26972641	scaffold_10	3994	G
L_var_05632	84514770	chr2	1714	g8022	26986278	scaffold_10	3995	G
L_var_03385	17835353	chr2	963	g87613	39231556	scaffold_17	4541	C
