s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg
PL06367	8085280	chrom2	969	g190878	28926354	scaffold_7	3811	E
PL07707	8114850	chrom2	970	g191595	32661227	scaffold_7	3853	E
PL07253	8312096	chrom2	971	g185043	1371493	scaffold_7	3523	E
PL06634	8314689	chrom2	972	g187192	11999793	scaffold_7	3631	E
PL06996	9449289	chrom2	982	g187314	12625821	scaffold_7	3642	E
PL07605	9635932	chrom2	987	g187244	12289783	scaffold_7	3635	E
PL05080	9660839	chrom2	988	g187243	12270420	scaffold_7	3634	E
PL05387	10757411	chrom2	1001	g184973	930346	scaffold_7	3518	E
PL05651	10926879	chrom2	1003	g187228	12213779	scaffold_7	3633	E
PL05435	10962352	chrom2	1004	g185094	1613714	scaffold_7	3527	E
PL06204	10979872	chrom2	1005	g194460	44830067	scaffold_7	3979	E
PL05688	10990642	chrom2	1006	g189604	23111531	scaffold_7	3749	E
PL06063	11011972	chrom2	1007	g185475	3711538	scaffold_7	3555	E
PL06387	11035247	chrom2	1008	g191585	32594934	scaffold_7	3851	E
PL07231	11055627	chrom2	1009	g186156	7226927	scaffold_7	3591	E
PL07119	11059755	chrom2	1010	g186155	7216251	scaffold_7	3590	E
PL07069	11398352	chrom2	1011	g193296	39802108	scaffold_7	3919	E
PL06200	11710579	chrom2	1012	g188209	16484809	scaffold_7	3678	E
PL06901	11861233	chrom2	1014	g186377	8238332	scaffold_7	3606	E
PL05162	12034542	chrom2	1015	g185766	5398648	scaffold_7	3569	E
PL05020	12186614	chrom2	1016	g185756	5326457	scaffold_7	3568	E
PL06842	12238534	chrom2	1017	g190665	27879066	scaffold_7	3793	E
PL05434	12280045	chrom2	1018	g190767	28434377	scaffold_7	3800	E
PL07450	12346463	chrom2	1019	g187311	12596869	scaffold_7	3641	E
PL07310	12431834	chrom2	1020	g192007	34455441	scaffold_7	3877	E
PL06434	12464695	chrom2	1021	g188397	17390693	scaffold_7	3687	E
PL05591	13037810	chrom2	1028	g186202	7401227	scaffold_7	3595	E
PL04989	13051883	chrom2	1029	g191381	31521949	scaffold_7	3838	E
PL06092	13058125	chrom2	1030	g192781	37751442	scaffold_7	3905	E
PL06639	13259639	chrom2	1033	g187754	14506885	scaffold_7	3662	E
PL07104	13345589	chrom2	1034	g194199	43766807	scaffold_7	3970	E
PL05025	13371899	chrom2	1035	g194208	43787477	scaffold_7	3971	E
PL05903	16667316	chrom2	1058	g189622	23182837	scaffold_7	3750	E
PL05769	16690246	chrom2	1059	g189623	23188676	scaffold_7	3751	E
PL07399	16695908	chrom2	1060	g189624	23194535	scaffold_7	3752	E
PL05139	16729831	chrom2	1061	g188102	15921838	scaffold_7	3675	E
PL04962	17020047	chrom2	1063	g193566	40968286	scaffold_7	3932	E
PL05573	17894122	chrom2	1076	g188296	16933689	scaffold_7	3681	E
PL06329	17914030	chrom2	1077	g186846	10527692	scaffold_7	3622	E
PL05925	17957789	chrom2	1078	g186835	10424363	scaffold_7	3621	E
PL07482	18109795	chrom2	1081	g187417	13023512	scaffold_7	3647	E
PL05988	18353632	chrom2	1082	g185867	5884818	scaffold_7	3576	E
PL06607	18518844	chrom2	1085	g193588	41079667	scaffold_7	3934	E
PL06649	18612684	chrom2	1086	g192106	34891356	scaffold_7	3881	E
PL07613	18666325	chrom2	1087	g193587	41074263	scaffold_7	3933	E
PL04953	19249834	chrom2	1088	g189860	24178820	scaffold_7	3758	E
PL05909	19323594	chrom2	1089	g189863	24207109	scaffold_7	3759	E
PL06828	19374441	chrom2	1090	g189870	24241246	scaffold_7	3760	E
PL05905	19569814	chrom2	1091	g185885	5931528	scaffold_7	3577	E
PL05296	19760888	chrom2	1092	g189278	21395274	scaffold_7	3724	E
PL07690	19980036	chrom2	1094	g190540	27341486	scaffold_7	3785	E
PL07208	19989133	chrom2	1095	g190989	29525543	scaffold_7	3820	E
PL07255	20017978	chrom2	1097	g187308	12583645	scaffold_7	3640	E
PL05944	20058394	chrom2	1098	g190644	27793856	scaffold_7	3792	E
PL04986	20121711	chrom2	1099	g190633	27759260	scaffold_7	3791	E
PL05170	20217573	chrom2	1100	g184902	533510	scaffold_7	3513	E
PL06337	20283108	chrom2	1102	g192039	34623347	scaffold_7	3878	E
PL05814	20514391	chrom2	1103	g192498	36443819	scaffold_7	3895	E
PL04995	20514653	chrom2	1104	g188338	17138544	scaffold_7	3683	E
PL07027	20548140	chrom2	1105	g191826	33548946	scaffold_7	3867	E
PL06208	20582243	chrom2	1106	g189460	22435056	scaffold_7	3735	E
PL07361	20621858	chrom2	1107	g185230	2422472	scaffold_7	3532	E
PL05030	20705834	chrom2	1109	g186254	7712241	scaffold_7	3599	E
PL05911	20850242	chrom2	1110	g187459	13170197	scaffold_7	3649	E
PL07276	20869763	chrom2	1111	g192135	35015111	scaffold_7	3884	E
PL04928	20888624	chrom2	1112	g192133	35013352	scaffold_7	3883	E
PL05249	20920381	chrom2	1113	g192140	35030395	scaffold_7	3885	E
PL06593	21112725	chrom2	1115	g190237	25932795	scaffold_7	3777	E
PL07584	21432220	chrom2	1119	g185849	5794458	scaffold_7	3573	E
PL06516	21927174	chrom2	1120	g186138	7136225	scaffold_7	3589	E
PL05961	21956022	chrom2	1121	g186134	7113405	scaffold_7	3588	E
PL07144	21956207	chrom2	1122	g186130	7101098	scaffold_7	3587	E
PL06930	22019842	chrom2	1123	g187609	13836513	scaffold_7	3655	E
PL06358	22133973	chrom2	1124	g189240	21273878	scaffold_7	3723	E
PL07581	22222772	chrom2	1125	g194185	43691369	scaffold_7	3966	E
PL07384	25196753	chrom2	1153	g191724	33152360	scaffold_7	3860	E
PL05429	25318888	chrom2	1155	g193079	39056139	scaffold_7	3913	E
PL07060	25336527	chrom2	1157	g189532	22755903	scaffold_7	3744	E
PL06679	25338532	chrom2	1158	g186787	10147104	scaffold_7	3619	E
PL05250	25381369	chrom2	1159	g189909	24409580	scaffold_7	3761	E
PL06594	25395083	chrom2	1160	g185833	5708162	scaffold_7	3571	E
PL05817	25432340	chrom2	1161	g190681	27946900	scaffold_7	3795	E
PL06146	25432661	chrom2	1162	g190684	27955973	scaffold_7	3796	E
PL07095	25483379	chrom2	1163	g185072	1518673	scaffold_7	3525	E
PL06215	25484022	chrom2	1164	g185065	1486420	scaffold_7	3524	E
PL06532	26231709	chrom2	1170	g187550	13566618	scaffold_7	3653	E
PL06322	26244488	chrom2	1171	g187547	13555096	scaffold_7	3652	E
PL05984	26466557	chrom2	1172	g193226	39476010	scaffold_7	3916	E
PL07252	26511300	chrom2	1173	g191606	32706295	scaffold_7	3855	E
PL06459	26535576	chrom2	1174	g185915	6050951	scaffold_7	3580	E
PL07499	26632673	chrom2	1175	g190896	29057667	scaffold_7	3812	E
PL05321	26632711	chrom2	1176	g185844	5780620	scaffold_7	3572	E
PL06103	26696146	chrom2	1177	g194676	45690592	scaffold_7	3982	E
PL06485	26712831	chrom2	1178	g194510	45062884	scaffold_7	3980	E
PL05798	26780654	chrom2	1179	g185409	3415283	scaffold_7	3546	E
PL07092	27055813	chrom2	1180	g191953	34192466	scaffold_7	3875	E
PL07665	27112263	chrom2	1181	g191969	34316671	scaffold_7	3876	E
PL07829	27149982	chrom2	1182	g187197	12022139	scaffold_7	3632	E
PL06181	27728324	chrom2	1189	g191546	32342324	scaffold_7	3848	E
PL07085	27952310	chrom2	1190	g190160	25596561	scaffold_7	3773	E
PL07611	28010199	chrom2	1191	g189385	21979062	scaffold_7	3729	E
PL05749	28055334	chrom2	1192	g190846	28784074	scaffold_7	3807	E
PL06642	28064826	chrom2	1193	g190849	28808814	scaffold_7	3808	E
PL04957	28104234	chrom2	1194	g190852	28834651	scaffold_7	3809	E
PL05673	28157066	chrom2	1195	g186945	10963807	scaffold_7	3624	E
PL04889	28233525	chrom2	1196	g185436	3513742	scaffold_7	3552	E
PL07808	28233756	chrom2	1197	g185431	3500624	scaffold_7	3551	E
PL05481	30267306	chrom2	1220	g187844	14880018	scaffold_7	3667	E
PL05397	32682547	chrom2	1249	g185161	2023781	scaffold_7	3529	E
PL06986	32686934	chrom2	1250	g190834	28740940	scaffold_7	3805	E
PL05910	32823434	chrom2	1252	g194820	46152389	scaffold_7	3983	E
PL05610	32866495	chrom2	1253	g194834	46212805	scaffold_7	3984	E
PL05545	32888906	chrom2	1254	g190968	29439500	scaffold_7	3817	E
PL06844	32917866	chrom2	1255	g185392	3324949	scaffold_7	3545	E
PL05230	32964099	chrom2	1256	g189221	21175839	scaffold_7	3719	E
PL07087	33193102	chrom2	1257	g189201	21104334	scaffold_7	3718	E
PL05669	33427951	chrom2	1261	g190408	26643725	scaffold_7	3780	E
PL04825	33450165	chrom2	1262	g191657	32866181	scaffold_7	3856	E
PL05388	33459271	chrom2	1263	g187317	12632395	scaffold_7	3643	E
PL05654	33485430	chrom2	1264	g186192	7360482	scaffold_7	3594	E
PL06144	33493065	chrom2	1265	g186179	7301351	scaffold_7	3592	E
PL05342	33532742	chrom2	1267	g189231	21229097	scaffold_7	3721	E
PL07142	33567833	chrom2	1268	g193951	42644420	scaffold_7	3954	E
PL07012	33615222	chrom2	1269	g186183	7319526	scaffold_7	3593	E
PL05465	33710530	chrom2	1270	g185321	2891489	scaffold_7	3536	E
PL07278	33764304	chrom2	1271	g190961	29417815	scaffold_7	3816	E
PL07065	33770991	chrom2	1272	g185898	5989408	scaffold_7	3578	E
PL07565	33808124	chrom2	1273	g185905	6010251	scaffold_7	3579	E
PL06853	33832786	chrom2	1274	g190121	25388738	scaffold_7	3767	E
PL07385	33986053	chrom2	1275	g187369	12876584	scaffold_7	3644	E
PL05423	33998157	chrom2	1276	g193405	40299481	scaffold_7	3928	E
PL05171	34044622	chrom2	1277	g193425	40376408	scaffold_7	3929	E
PL04988	34208335	chrom2	1278	g187165	11916360	scaffold_7	3630	E
PL04864	34210887	chrom2	1279	g190141	25485756	scaffold_7	3772	E
PL05127	34312902	chrom2	1281	g187685	14189495	scaffold_7	3658	E
PL06089	35180775	chrom2	1293	g188952	20132078	scaffold_7	3709	E
PL05553	35336092	chrom2	1297	g190125	25427221	scaffold_7	3770	E
PL07223	35365939	chrom2	1298	g190124	25418973	scaffold_7	3769	E
PL07521	35389461	chrom2	1299	g186126	7085612	scaffold_7	3586	E
PL06006	35536223	chrom2	1300	g185166	2080471	scaffold_7	3530	E
PL07122	35555929	chrom2	1301	g193531	40839116	scaffold_7	3931	E
PL07551	35708087	chrom2	1302	g188399	17402854	scaffold_7	3688	E
PL04946	36730843	chrom2	1311	g186383	8292985	scaffold_7	3607	E
PL06833	37138163	chrom2	1312	g187840	14858700	scaffold_7	3666	E
PL04849	37144038	chrom2	1313	g194328	44238971	scaffold_7	3973	E
PL05122	37187686	chrom2	1314	g185378	3188654	scaffold_7	3544	E
PL06893	37220976	chrom2	1315	g193595	41100337	scaffold_7	3936	E
PL07445	37249052	chrom2	1316	g193597	41108642	scaffold_7	3937	E
PL06005	37260609	chrom2	1317	g194367	44441763	scaffold_7	3976	E
PL04809	37310270	chrom2	1318	g194348	44331112	scaffold_7	3975	E
PL07509	37521697	chrom2	1319	g191325	31261011	scaffold_7	3833	E
PL07317	37542275	chrom2	1320	g192779	37735684	scaffold_7	3904	E
PL06283	37614418	chrom2	1321	g189556	22917258	scaffold_7	3746	E
PL05620	37754551	chrom2	1322	g185015	1181714	scaffold_7	3520	E
PL04803	37775604	chrom2	1323	g185012	1157156	scaffold_7	3519	E
PL07210	37939024	chrom2	1325	g190445	26870034	scaffold_7	3782	E
PL06718	38132287	chrom2	1328	g185418	3452804	scaffold_7	3549	E
PL04842	38152067	chrom2	1329	g185421	3467262	scaffold_7	3550	E
PL05358	38262063	chrom2	1330	g191562	32441248	scaffold_7	3850	E
PL05936	38316738	chrom2	1331	g191559	32410848	scaffold_7	3849	E
PL06913	38344900	chrom2	1332	g185532	3996884	scaffold_7	3559	E
PL06777	38362397	chrom2	1333	g185529	3984057	scaffold_7	3558	E
PL04829	38418071	chrom2	1334	g190825	28711989	scaffold_7	3803	E
PL06203	38426530	chrom2	1335	g192131	35005487	scaffold_7	3882	E
PL05141	38585063	chrom2	1337	g192890	38141411	scaffold_7	3907	E
PL06750	39022529	chrom2	1340	g193592	41090815	scaffold_7	3935	E
PL07526	39066768	chrom2	1341	g188393	17374381	scaffold_7	3686	E
PL05473	39161014	chrom2	1342	g187774	14593536	scaffold_7	3663	E
PL06229	39314068	chrom2	1343	g185020	1243071	scaffold_7	3521	E
PL06758	39412293	chrom2	1344	g185021	1256039	scaffold_7	3522	E
PL05104	39539170	chrom2	1345	g192236	35444326	scaffold_7	3891	E
PL04817	39606102	chrom2	1346	g192232	35412789	scaffold_7	3890	E
PL05341	39651451	chrom2	1347	g188771	19177679	scaffold_7	3703	E
PL06449	39753529	chrom2	1348	g187815	14759101	scaffold_7	3664	E
PL05738	39849396	chrom2	1349	g191523	32188481	scaffold_7	3847	E
PL06140	40087095	chrom2	1351	g193978	42804317	scaffold_7	3960	E
PL07288	40564480	chrom2	1358	g187964	15329675	scaffold_7	3670	E
PL05712	40624514	chrom2	1359	g188954	20156373	scaffold_7	3710	E
PL04802	40657359	chrom2	1360	g187953	15294736	scaffold_7	3669	E
PL05576	40778522	chrom2	1361	g193859	42251128	scaffold_7	3951	E
PL05729	40788220	chrom2	1362	g193857	42242147	scaffold_7	3950	E
PL05974	40821499	chrom2	1363	g192145	35042443	scaffold_7	3886	E
PL06793	40989361	chrom2	1364	g193637	41265360	scaffold_7	3941	E
PL07136	41100918	chrom2	1365	g190936	29257934	scaffold_7	3815	E
PL06161	41125556	chrom2	1366	g191240	30734215	scaffold_7	3830	E
PL06252	41202032	chrom2	1367	g189238	21256292	scaffold_7	3722	E
PL06927	42933936	chrom2	1374	g194192	43719966	scaffold_7	3969	E
PL07566	43021394	chrom2	1375	g193964	42719371	scaffold_7	3957	E
PL07455	43038067	chrom2	1376	g185600	4441789	scaffold_7	3563	E
PL06245	43047894	chrom2	1377	g193967	42739256	scaffold_7	3959	E
PL07267	43082965	chrom2	1378	g193966	42729161	scaffold_7	3958	E
PL05502	43127784	chrom2	1379	g193962	42705466	scaffold_7	3956	E
PL06510	43155430	chrom2	1380	g193959	42700890	scaffold_7	3955	E
PL07371	43343370	chrom2	1381	g191398	31596007	scaffold_7	3840	E
PL07059	43383559	chrom2	1382	g189408	22108147	scaffold_7	3731	E
PL05630	43594496	chrom2	1383	g189426	22295756	scaffold_7	3732	E
PL07814	43803427	chrom2	1384	g185920	6092526	scaffold_7	3581	E
PL06588	43818171	chrom2	1385	g188182	16388063	scaffold_7	3677	E
PL07592	43965508	chrom2	1386	g193042	38870342	scaffold_7	3912	E
PL05192	43988556	chrom2	1387	g189470	22494463	scaffold_7	3738	E
PL05510	44201698	chrom2	1389	g190859	28882341	scaffold_7	3810	E
PL06352	45038763	chrom2	1395	g189663	23329924	scaffold_7	3753	E
PL07283	45091452	chrom2	1396	g190710	28243935	scaffold_7	3798	E
PL06099	45169614	chrom2	1397	g190925	29199631	scaffold_7	3813	E
PL04867	45325834	chrom2	1399	g189678	23407773	scaffold_7	3754	E
PL07033	45645511	chrom2	1401	g186294	7860896	scaffold_7	3600	E
PL05700	47150778	chrom2	1413	g191708	33073598	scaffold_7	3858	E
PL06497	47161221	chrom2	1414	g192590	36886540	scaffold_7	3899	E
PL05833	47197911	chrom2	1415	g190673	27912198	scaffold_7	3794	E
PL06418	47222840	chrom2	1416	g186822	10296010	scaffold_7	3620	E
PL07194	47222864	chrom2	1417	g185583	4302468	scaffold_7	3561	E
PL07346	47557065	chrom2	1419	g189038	20503483	scaffold_7	3715	E
PL06453	47644786	chrom2	1420	g187069	11588755	scaffold_7	3628	E
PL07257	47647084	chrom2	1421	g187067	11583478	scaffold_7	3627	E
PL05500	47740456	chrom2	1422	g184942	767633	scaffold_7	3517	E
PL05583	47740456	chrom2	1423	g184930	714494	scaffold_7	3516	E
PL07633	47784955	chrom2	1424	g184911	599203	scaffold_7	3515	E
PL06495	47877281	chrom2	1427	g188811	19410515	scaffold_7	3704	E
PL05206	48366184	chrom2	1431	g191028	29745558	scaffold_7	3822	E
PL07682	48472714	chrom2	1432	g186723	9764537	scaffold_7	3613	E
PL07131	48503976	chrom2	1433	g190129	25445720	scaffold_7	3771	E
PL06394	48524326	chrom2	1434	g189984	24775256	scaffold_7	3764	E
PL06728	48736455	chrom2	1440	g191251	30773301	scaffold_7	3832	E
PL05594	49129190	chrom2	1441	g188381	17334341	scaffold_7	3684	E
PL06638	49199655	chrom2	1442	g194289	44013810	scaffold_7	3972	E
PL06355	49393344	chrom2	1443	g193315	39891664	scaffold_7	3920	E
PL05280	49400594	chrom2	1444	g185361	3077645	scaffold_7	3539	E
PL07156	49544535	chrom2	1445	g194426	44710548	scaffold_7	3978	E
PL06398	49591879	chrom2	1446	g187526	13477061	scaffold_7	3651	E
PL06533	49591914	chrom2	1447	g187515	13432467	scaffold_7	3650	E
PL07794	49686334	chrom2	1448	g185460	3616920	scaffold_7	3553	E
PL06251	49741013	chrom2	1449	g191779	33384072	scaffold_7	3864	E
PL05452	49831445	chrom2	1450	g193332	39959676	scaffold_7	3921	E
PL05658	49950576	chrom2	1453	g191133	30312029	scaffold_7	3827	E
PL05344	50032791	chrom2	1454	g192149	35056997	scaffold_7	3887	E
PL07536	50085711	chrom2	1455	g192163	35114701	scaffold_7	3889	E
PL05774	50163143	chrom2	1457	g192775	37724394	scaffold_7	3903	E
PL07438	50295591	chrom2	1458	g193643	41318595	scaffold_7	3942	E
PL07072	50314264	chrom2	1459	g187719	14332136	scaffold_7	3661	E
PL07421	50428715	chrom2	1460	g193650	41338690	scaffold_7	3943	E
PL05619	50564571	chrom2	1463	g186214	7499804	scaffold_7	3596	E
PL05580	50590127	chrom2	1464	g186628	9317373	scaffold_7	3610	E
PL06964	50606694	chrom2	1466	g187675	14157133	scaffold_7	3657	E
PL07028	50738918	chrom2	1467	g193399	40267615	scaffold_7	3927	E
PL05497	50783262	chrom2	1468	g193393	40251061	scaffold_7	3926	E
PL04808	50812510	chrom2	1469	g190969	29445406	scaffold_7	3818	E
PL05764	50900909	chrom2	1470	g189134	20926772	scaffold_7	3717	E
PL05999	50942988	chrom2	1471	g191040	29870771	scaffold_7	3825	E
PL04990	50996300	chrom2	1472	g189104	20765674	scaffold_7	3716	E
PL07606	51011973	chrom2	1473	g187410	12999247	scaffold_7	3646	E
PL05969	51139630	chrom2	1475	g192762	37695011	scaffold_7	3902	E
PL06513	57456798	chrom2	1547	g194629	45555184	scaffold_7	3981	E
PL07235	57530027	chrom2	1548	g188325	17097780	scaffold_7	3682	E
PL07750	57609681	chrom2	1549	g188947	20093341	scaffold_7	3708	E
PL06648	57760730	chrom2	1550	g185365	3126539	scaffold_7	3540	E
PL06712	57772914	chrom2	1551	g185367	3139055	scaffold_7	3541	E
PL06328	57840882	chrom2	1553	g191941	34092354	scaffold_7	3874	E
PL05901	58045829	chrom2	1555	g190691	28026614	scaffold_7	3797	E
PL07248	58083045	chrom2	1556	g185370	3150594	scaffold_7	3542	E
PL07589	58083488	chrom2	1557	g185375	3171575	scaffold_7	3543	E
PL06354	58122310	chrom2	1558	g186373	8228360	scaffold_7	3605	E
PL05017	58125640	chrom2	1559	g189595	23075424	scaffold_7	3747	E
PL06374	58143200	chrom2	1560	g190979	29480395	scaffold_7	3819	E
PL05000	58240169	chrom2	1561	g191383	31530838	scaffold_7	3839	E
PL06921	58356531	chrom2	1562	g187614	13863719	scaffold_7	3656	E
PL05007	58386020	chrom2	1563	g192514	36547279	scaffold_7	3896	E
PL07066	58408185	chrom2	1564	g193745	41775155	scaffold_7	3948	E
PL07523	58659658	chrom2	1565	g193383	40208753	scaffold_7	3925	E
PL05853	58772175	chrom2	1566	g190842	28769542	scaffold_7	3806	E
PL05103	58787249	chrom2	1567	g186851	10563751	scaffold_7	3623	E
PL05645	60776608	chrom2	1588	g190263	26042360	scaffold_7	3778	E
PL06390	60880691	chrom2	1589	g185264	2619936	scaffold_7	3535	E
PL05181	61125520	chrom2	1591	g189442	22381945	scaffold_7	3734	E
PL06612	61125751	chrom2	1592	g185091	1587444	scaffold_7	3526	E
PL06697	61240835	chrom2	1593	g190996	29560426	scaffold_7	3821	E
PL04897	61266536	chrom2	1594	g191363	31465477	scaffold_7	3834	E
PL05981	61266643	chrom2	1595	g191368	31476485	scaffold_7	3835	E
PL05986	61324474	chrom2	1596	g188467	17750950	scaffold_7	3693	E
PL06131	61339911	chrom2	1597	g193258	39673645	scaffold_7	3918	E
PL06600	61366900	chrom2	1598	g185158	2013498	scaffold_7	3528	E
PL05100	61441186	chrom2	1599	g188537	18259204	scaffold_7	3696	E
PL06621	61505317	chrom2	1600	g192749	37616532	scaffold_7	3901	E
PL05015	61714828	chrom2	1601	g189913	24441187	scaffold_7	3762	E
PL05715	61764999	chrom2	1602	g189753	23753390	scaffold_7	3756	E
PL07146	62517042	chrom2	1614	g191796	33440542	scaffold_7	3865	E
PL04977	62784676	chrom2	1615	g186729	9797191	scaffold_7	3615	E
PL05101	62797848	chrom2	1616	g185254	2561827	scaffold_7	3534	E
PL06442	63007704	chrom2	1618	g191037	29854725	scaffold_7	3824	E
PL07437	63007771	chrom2	1619	g191478	32007561	scaffold_7	3844	E
PL07115	63127384	chrom2	1620	g190534	27299456	scaffold_7	3784	E
PL04776	63146068	chrom2	1621	g190551	27390809	scaffold_7	3787	E
PL05560	63168368	chrom2	1622	g190199	25803881	scaffold_7	3775	E
PL06614	63194178	chrom2	1623	g185922	6115429	scaffold_7	3582	E
PL06864	63275171	chrom2	1624	g189504	22635949	scaffold_7	3742	E
PL07601	63401419	chrom2	1625	g194137	43508902	scaffold_7	3965	E
PL06127	63558225	chrom2	1627	g189491	22573710	scaffold_7	3740	E
PL05220	63611599	chrom2	1628	g190041	25057691	scaffold_7	3765	E
PL05076	63616084	chrom2	1629	g185411	3418380	scaffold_7	3547	E
PL05172	63657029	chrom2	1630	g185413	3438426	scaffold_7	3548	E
PL06233	63664840	chrom2	1631	g186784	10129294	scaffold_7	3618	E
PL07715	63687870	chrom2	1632	g191410	31649578	scaffold_7	3841	E
PL05590	63722084	chrom2	1633	g186244	7650441	scaffold_7	3598	E
PL06713	63844991	chrom2	1636	g188431	17598666	scaffold_7	3690	E
PL05541	63931775	chrom2	1637	g188424	17526488	scaffold_7	3689	E
PL07717	63949033	chrom2	1638	g187378	12892003	scaffold_7	3645	E
PL07701	64231481	chrom2	1640	g189391	22012988	scaffold_7	3730	E
PL05467	64914398	chrom2	1649	g185477	3723614	scaffold_7	3556	E
PL05442	65197652	chrom2	1651	g188442	17627761	scaffold_7	3691	E
PL06100	65326306	chrom2	1652	g188886	19820337	scaffold_7	3706	E
PL06289	65330532	chrom2	1653	g189436	22361275	scaffold_7	3733	E
PL06180	65390027	chrom2	1654	g186728	9791065	scaffold_7	3614	E
PL05987	65393099	chrom2	1655	g191377	31509881	scaffold_7	3837	E
PL05934	65457139	chrom2	1656	g192520	36567825	scaffold_7	3897	E
PL05523	65541728	chrom2	1657	g185976	6440953	scaffold_7	3584	E
PL07513	65629641	chrom2	1658	g187704	14238741	scaffold_7	3660	E
PL06333	65663456	chrom2	1659	g187703	14235911	scaffold_7	3659	E
PL06557	65997494	chrom2	1661	g193098	39107604	scaffold_7	3915	E
PL07695	66065299	chrom2	1662	g194087	43323972	scaffold_7	3963	E
PL06410	66137597	chrom2	1663	g191032	29823325	scaffold_7	3823	E
PL04893	66167819	chrom2	1664	g191721	33141571	scaffold_7	3859	E
PL05543	67382408	chrom2	1670	g194109	43413887	scaffold_7	3964	E
PL05644	67414921	chrom2	1671	g188541	18277336	scaffold_7	3697	E
PL06224	67633413	chrom2	1674	g188383	17353740	scaffold_7	3685	E
PL06260	67664736	chrom2	1675	g191930	34051786	scaffold_7	3872	E
PL06145	67888193	chrom2	1676	g193081	39069493	scaffold_7	3914	E
PL07547	68001381	chrom2	1677	g191849	33621151	scaffold_7	3871	E
PL04876	68039411	chrom2	1678	g193729	41721713	scaffold_7	3946	E
PL06199	68062362	chrom2	1679	g193731	41726732	scaffold_7	3947	E
PL07588	68209344	chrom2	1680	g192917	38217334	scaffold_7	3909	E
PL05672	68234157	chrom2	1681	g192922	38234566	scaffold_7	3910	E
PL07807	68438577	chrom2	1683	g188965	20211688	scaffold_7	3713	E
PL05589	68591029	chrom2	1684	g191801	33456782	scaffold_7	3866	E
PL05410	68793389	chrom2	1686	g188124	16000840	scaffold_7	3676	E
PL07319	69087919	chrom2	1687	g193035	38841487	scaffold_7	3911	E
PL07053	69140816	chrom2	1688	g185636	4594644	scaffold_7	3564	E
PL06309	69202509	chrom2	1689	g187556	13585475	scaffold_7	3654	E
PL06644	69218015	chrom2	1690	g190755	28406240	scaffold_7	3799	E
PL07689	69222317	chrom2	1691	g188963	20201783	scaffold_7	3712	E
PL06909	69247250	chrom2	1692	g188959	20182525	scaffold_7	3711	E
PL04783	69293040	chrom2	1693	g191590	32613296	scaffold_7	3852	E
PL04862	69301157	chrom2	1694	g185598	4413998	scaffold_7	3562	E
PL05564	69372206	chrom2	1696	g188766	19146976	scaffold_7	3702	E
PL07068	69387570	chrom2	1697	g191848	33610901	scaffold_7	3870	E
PL06350	69803654	chrom2	1702	g185755	5314268	scaffold_7	3567	E
PL07264	69844283	chrom2	1703	g185738	5240650	scaffold_7	3566	E
PL07503	69936885	chrom2	1704	g185722	5154964	scaffold_7	3565	E
PL06165	70003266	chrom2	1705	g191838	33577367	scaffold_7	3868	E
PL07597	70258748	chrom2	1706	g190469	27003855	scaffold_7	3783	E
PL04939	70551116	chrom2	1707	g187998	15445325	scaffold_7	3672	E
PL06332	70570719	chrom2	1708	g184906	580219	scaffold_7	3514	E
PL07394	70918505	chrom2	1710	g186704	9709781	scaffold_7	3612	E
PL07067	70924160	chrom2	1711	g186702	9702673	scaffold_7	3611	E
PL07598	70957032	chrom2	1712	g193614	41170827	scaffold_7	3940	E
PL05333	71015767	chrom2	1713	g193603	41137003	scaffold_7	3939	E
PL06187	71027325	chrom2	1714	g193600	41116340	scaffold_7	3938	E
PL06711	71149639	chrom2	1715	g187986	15419430	scaffold_7	3671	E
PL07650	8672205	chrom2	973	g8988	31517084	scaffold_10	4279	G
PL05208	13093145	chrom2	1031	g5090	15147275	scaffold_10	4089	G
PL05431	24204485	chrom2	1142	g4605	12794600	scaffold_10	4068	G
PL05004	28672614	chrom2	1201	g8054	27071482	scaffold_10	4229	G
PL04795	30705919	chrom2	1221	g7641	25623056	scaffold_10	4215	G
PL07329	30726704	chrom2	1222	g7653	25658935	scaffold_10	4216	G
PL07029	40099660	chrom2	1352	g2422	3793040	scaffold_10	4006	G
PL05370	40114187	chrom2	1353	g2417	3778309	scaffold_10	4005	G
PL05778	46254787	chrom2	1407	g8992	31527756	scaffold_10	4280	G
PL04887	48724760	chrom2	1439	g9996	35790400	scaffold_10	4322	G
PL07463	51012449	chrom2	1474	g10522	38475331	scaffold_10	4348	G
PL05191	60556373	chrom2	1583	g10531	38529807	scaffold_10	4349	G
PL06489	65730152	chrom2	1660	g9025	31650769	scaffold_10	4281	G
PL06560	3759557	chrom2	909	g80995	7576666	scaffold_17	4464	C
PL06447	13776909	chrom2	1038	g85024	26494866	scaffold_17	4654	C
PL06258	23828888	chrom2	1139	g82294	13366433	scaffold_17	4502	C
PL07213	25067808	chrom2	1152	g79443	1319916	scaffold_17	4434	C
PL05317	25552919	chrom2	1165	g85026	26504131	scaffold_17	4655	C
PL04967	29098613	chrom2	1207	g82450	13919538	scaffold_17	4510	C
PL05167	34259496	chrom2	1280	g85529	28993857	scaffold_17	4679	C
PL05876	39917066	chrom2	1350	g86941	36025610	scaffold_17	4741	C
