s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg
LOC574946	34703599	scaffold_2	2632	BL21450	20440805	BFL_4	1939	I
LOC593150	7117882	scaffold_2	2315	BL14980	26145641	BFL_3	2537	Q
LOC755586	7535737	scaffold_2	2332	BL22873	8282434	BFL_3	2209	C2
LOC580512	11309281	scaffold_2	2373	BL14899	27868575	BFL_3	2561	Q
LOC593454	16409625	scaffold_2	2441	BL15557	15128935	BFL_3	2324	C2
LOC100891023	16539163	scaffold_2	2444	BL13270	6998428	BFL_3	2192	C2
LOC585784	20513624	scaffold_2	2508	BL20148	10147623	BFL_3	2230	C2
LOC583491	26179654	scaffold_2	2571	BL15321	20140256	BFL_3	2426	Q
LOC100888546	39022410	scaffold_2	2689	BL16804	1473131	BFL_3	2159	C2
LOC584307	15545535	scaffold_2	2431	BL27589	14275361	BFL_5	2856	E
LOC585090	25229011	scaffold_2	2558	BL27544	13774576	BFL_5	2845	E
LOC586414	33659956	scaffold_2	2617	BL27973	20279681	BFL_5	3015	E
LOC591812	7996169	scaffold_2	2343	BL19704	18562846	BFL_6	3568	D
LOC764566	8457789	scaffold_2	2348	BL05375	8111438	BFL_6	3306	D
LOC576120	12696425	scaffold_2	2395	BL05445	6303014	BFL_6	3272	D
LOC591210	16964919	scaffold_2	2455	BL05571	4169746	BFL_6	3215	D
LOC576696	37663403	scaffold_2	2673	BL10292	22733301	BFL_6	3636	D
LOC582626	7468222	scaffold_2	2330	BL02816	7064681	BFL_7	3796	F
LOC115918065	8896313	scaffold_2	2349	BL26566	25452244	BFL_7	4114	F
LOC105446542	24618263	scaffold_2	2549	BL02860	7815404	BFL_7	3819	F
LOC580372	24813920	scaffold_2	2550	BL02700	4808857	BFL_7	3757	F
LOC105444236	31365082	scaffold_2	2603	BL03036	10515613	BFL_7	3920	F
LOC754358	34173086	scaffold_2	2622	BL02690	4741527	BFL_7	3755	F
LOC105443252	7186116	scaffold_2	2321	BL11979	791260	BFL_8	4132	M
LOC592668	7203386	scaffold_2	2322	BL18182	13319500	BFL_8	4321	M
LOC100891282	7205910	scaffold_2	2323	BL18545	20460715	BFL_8	4452	M
LOC105438265	7303246	scaffold_2	2324	BL26828	10291758	BFL_8	4253	M
LOC100891016	16908290	scaffold_2	2454	BL18561	20760464	BFL_8	4457	M
LOC115926449	25302358	scaffold_2	2561	BL26813	10453570	BFL_8	4261	M
LOC757080	26304335	scaffold_2	2574	BL13069	25074724	BFL_8	4513	M
LOC764232	38853386	scaffold_2	2686	BL18333	15715315	BFL_8	4377	M
LOC100891343	39262455	scaffold_2	2693	BL18560	20748346	BFL_8	4456	M
LOC115918811	2023189	scaffold_2	2262	BL21020	8205923	BFL_9	4594	K
LOC588593	14740994	scaffold_2	2420	BL23340	9245734	BFL_9	4614	K
LOC577389	19227106	scaffold_2	2490	BL13580	20883370	BFL_9	4797	K
LOC587211	20945608	scaffold_2	2509	BL13503	21807768	BFL_9	4829	K
LOC754313	29229616	scaffold_2	2595	BL08429	23332385	BFL_9	4856	K
LOC115926859	38106409	scaffold_2	2677	BL16345	3065145	BFL_9	4530	K
LOC115926528	41993377	scaffold_2	2708	BL23354	9589849	BFL_9	4620	K
LOC115926644	8909468	scaffold_2	2350	BL04235	16784577	BFL_10	5095	B1
LOC589368	22689608	scaffold_2	2531	BL16189	19759197	BFL_10	5136	B1
LOC580739	41987442	scaffold_2	2707	BL04420	13478637	BFL_10	5030	B1
LOC592467	382032	scaffold_2	2248	BL20388	17763305	BFL_11	5533	G
LOC115918807	410651	scaffold_2	2249	BL20499	19483962	BFL_11	5568	G
LOC755896	1029204	scaffold_2	2252	BL09998	728087	BFL_11	5177	G
LOC575340	1035808	scaffold_2	2253	BL20260	15370288	BFL_11	5509	G
LOC100893667	1438769	scaffold_2	2255	BL20387	17742675	BFL_11	5532	G
LOC593265	1499121	scaffold_2	2256	BL19941	8662280	BFL_11	5367	G
LOC593254	1499180	scaffold_2	2257	BL19942	8660177	BFL_11	5366	G
LOC587455	1825836	scaffold_2	2258	BL20455	18876568	BFL_11	5555	G
LOC100890596	1909583	scaffold_2	2259	BL20032	7311033	BFL_11	5329	G
LOC115918810	1921450	scaffold_2	2260	BL04090	5899999	BFL_11	5287	G
LOC100891510	2022995	scaffold_2	2261	BL20089	6639991	BFL_11	5304	G
LOC756117	2277864	scaffold_2	2265	BL04018	4880802	BFL_11	5255	G
LOC100893631	2277864	scaffold_2	2266	BL10022	435022	BFL_11	5171	G
LOC756125	2307000	scaffold_2	2267	BL19883	9784924	BFL_11	5398	G
LOC585743	2311901	scaffold_2	2268	BL20004	7662275	BFL_11	5341	G
LOC585727	2366848	scaffold_2	2269	BL03917	2797936	BFL_11	5207	G
LOC591926	2384895	scaffold_2	2270	BL20041	7217997	BFL_11	5324	G
LOC756222	2439203	scaffold_2	2272	BL20194	14205045	BFL_11	5473	G
LOC752477	2707941	scaffold_2	2273	BL20452	18810478	BFL_11	5553	G
LOC115926597	2837021	scaffold_2	2274	BL04089	5886341	BFL_11	5286	G
LOC587821	2942797	scaffold_2	2275	BL13371	23115453	BFL_11	5620	G
LOC587798	2961451	scaffold_2	2276	BL19873	9924235	BFL_11	5402	G
LOC593856	3141946	scaffold_2	2278	BL24240	11113961	BFL_11	5422	G
LOC105441117	3267763	scaffold_2	2279	BL03999	4248692	BFL_11	5245	G
LOC100892324	3476310	scaffold_2	2280	BL03987	3949765	BFL_11	5239	G
LOC100892867	3732473	scaffold_2	2281	BL24282	10059699	BFL_11	5406	G
LOC580274	3796912	scaffold_2	2282	BL13384	22936251	BFL_11	5615	G
LOC100888109	3988564	scaffold_2	2283	BL19179	13647822	BFL_11	5466	G
LOC115918817	4900806	scaffold_2	2284	BL19935	8885460	BFL_11	5371	G
LOC592133	5001778	scaffold_2	2285	BL04136	6415789	BFL_11	5303	G
LOC583524	5326965	scaffold_2	2286	BL24248	10986512	BFL_11	5419	G
LOC100889261	5444567	scaffold_2	2287	BL20256	15313731	BFL_11	5505	G
LOC579533	5457176	scaffold_2	2288	BL19907	9439525	BFL_11	5387	G
LOC591641	5540222	scaffold_2	2289	BL20001	7690069	BFL_11	5343	G
LOC579282	5597014	scaffold_2	2290	BL19962	8426273	BFL_11	5360	G
LOC579222	5597231	scaffold_2	2291	BL20403	17952256	BFL_11	5541	G
LOC586843	5783720	scaffold_2	2293	BL04071	5625028	BFL_11	5277	G
LOC100888641	5993211	scaffold_2	2295	BL20233	14784878	BFL_11	5492	G
LOC764376	6034066	scaffold_2	2296	BL19933	8909332	BFL_11	5373	G
LOC581758	6166979	scaffold_2	2297	BL19934	8891594	BFL_11	5372	G
LOC581711	6170300	scaffold_2	2298	BL20383	17702811	BFL_11	5530	G
LOC581649	6193020	scaffold_2	2299	BL20382	17696620	BFL_11	5529	G
LOC577400	6428355	scaffold_2	2302	BL03912	2725084	BFL_11	5203	G
LOC764759	6442594	scaffold_2	2303	BL13361	23308067	BFL_11	5624	G
LOC764750	6445403	scaffold_2	2304	BL23111	12642725	BFL_11	5450	G
LOC764741	6471302	scaffold_2	2305	BL19879	9819108	BFL_11	5400	G
LOC582567	6574035	scaffold_2	2307	BL03956	3592142	BFL_11	5229	G
LOC589089	6639827	scaffold_2	2308	BL19158	13252685	BFL_11	5461	G
LOC589067	6640030	scaffold_2	2309	BL19159	13259826	BFL_11	5462	G
LOC584382	6852907	scaffold_2	2311	BL03997	4147716	BFL_11	5243	G
LOC100890241	6998915	scaffold_2	2313	BL20454	18830952	BFL_11	5554	G
LOC593134	7126442	scaffold_2	2316	BL19869	9996802	BFL_11	5403	G
LOC593104	7159818	scaffold_2	2318	BL20409	18061413	BFL_11	5546	G
LOC590633	7161350	scaffold_2	2319	BL20413	18097055	BFL_11	5548	G
LOC592634	7304017	scaffold_2	2325	BL09188	1772209	BFL_11	5190	G
LOC100888375	7338549	scaffold_2	2327	BL20569	20892867	BFL_11	5592	G
LOC581994	7369976	scaffold_2	2328	BL20081	6747273	BFL_11	5310	G
SERCA	7448619	scaffold_2	2329	BL20377	17549727	BFL_11	5527	G
LOC581513	7534531	scaffold_2	2331	BL03920	2856914	BFL_11	5208	G
LOC585493	7572791	scaffold_2	2333	BL20058	7066941	BFL_11	5319	G
LOC583093	7717759	scaffold_2	2337	BL03905	2628695	BFL_11	5202	G
LOC574783	7864510	scaffold_2	2339	BL03943	3410763	BFL_11	5218	G
LOC574725	7938278	scaffold_2	2340	BL13366	23205136	BFL_11	5622	G
LOC100893824	7974876	scaffold_2	2342	BL13383	22971864	BFL_11	5616	G
LOC591770	8006571	scaffold_2	2344	BL13387	22890897	BFL_11	5614	G
LOC100894067	8006681	scaffold_2	2345	BL19155	13193775	BFL_11	5459	G
LOC594202	8016773	scaffold_2	2346	BL03916	2770615	BFL_11	5206	G
LOC585839	9002355	scaffold_2	2352	BL20000	7699969	BFL_11	5344	G
LOC585815	9002757	scaffold_2	2353	BL19999	7707320	BFL_11	5345	G
LOC580903	9294189	scaffold_2	2354	BL03992	4095963	BFL_11	5241	G
LOC581212	9493813	scaffold_2	2355	BL20390	17798806	BFL_11	5535	G
LOC373525	9539505	scaffold_2	2356	BL20716	21669586	BFL_11	5600	G
LOC591453	9607691	scaffold_2	2357	BL04016	4851840	BFL_11	5254	G
LOC591467	9607754	scaffold_2	2358	BL19908	9433951	BFL_11	5386	G
LOC591494	9623814	scaffold_2	2359	BL20021	7468352	BFL_11	5336	G
LOC592420	9629183	scaffold_2	2360	BL20028	7355896	BFL_11	5331	G
LOC580430	9830344	scaffold_2	2363	BL10019	470268	BFL_11	5172	G
LOC583657	10307773	scaffold_2	2365	BL20570	20935493	BFL_11	5593	G
LOC583678	10368223	scaffold_2	2366	BL03898	2461005	BFL_11	5200	G
LOC589275	10376023	scaffold_2	2367	BL19989	7850144	BFL_11	5350	G
LOC578834	10501023	scaffold_2	2368	BL20712	21591918	BFL_11	5598	G
LOC579272	11097383	scaffold_2	2369	BL04025	5006172	BFL_11	5257	G
LOC753011	11097827	scaffold_2	2370	BL04024	4995182	BFL_11	5256	G
LOC582272	11142582	scaffold_2	2371	BL20270	15643978	BFL_11	5512	G
LOC582604	11355158	scaffold_2	2375	BL19868	10003610	BFL_11	5404	G
LOC582634	11360968	scaffold_2	2376	BL19196	13895610	BFL_11	5469	G
LOC752784	11396309	scaffold_2	2377	BL19195	13888559	BFL_11	5468	G
LOC590598	11957018	scaffold_2	2382	BL19988	7856442	BFL_11	5351	G
LOC752218	11965036	scaffold_2	2383	BL19915	9312817	BFL_11	5380	G
LOC585626	12321059	scaffold_2	2384	BL23122	12375558	BFL_11	5446	G
LOC592015	12360900	scaffold_2	2385	BL20025	7425876	BFL_11	5333	G
LOC594474	12380365	scaffold_2	2387	BL03936	3269871	BFL_11	5213	G
LOC583977	12496911	scaffold_2	2388	BL20488	19355068	BFL_11	5564	G
LOC583958	12499700	scaffold_2	2389	BL24207	11922873	BFL_11	5435	G
LOC583942	12535516	scaffold_2	2390	BL03922	2892641	BFL_11	5209	G
LOC752114	12541974	scaffold_2	2391	BL23112	12631425	BFL_11	5449	G
LOC756823	12586092	scaffold_2	2392	BL24200	11999359	BFL_11	5440	G
LOC583221	12623249	scaffold_2	2393	BL20448	18676550	BFL_11	5551	G
LOC576259	12663779	scaffold_2	2394	BL19168	13487723	BFL_11	5464	G
LOC575712	12734371	scaffold_2	2397	BL09997	776151	BFL_11	5178	G
LOC593174	12879749	scaffold_2	2399	BL09182	1881664	BFL_11	5193	G
LOC574672	13109940	scaffold_2	2402	BL19995	7772254	BFL_11	5347	G
LOC574737	13123145	scaffold_2	2403	BL20199	14331511	BFL_11	5476	G
LOC574799	13187845	scaffold_2	2404	BL04009	4664934	BFL_11	5248	G
LOC575285	13197139	scaffold_2	2405	BL04010	4728035	BFL_11	5249	G
LOC577305	13201153	scaffold_2	2406	BL19972	8242323	BFL_11	5356	G
LOC100892270	13205572	scaffold_2	2407	BL19135	12874064	BFL_11	5452	G
LOC577244	13224977	scaffold_2	2408	BL20026	7412793	BFL_11	5332	G
LOC579556	13233354	scaffold_2	2409	BL10023	376690	BFL_11	5170	G
LOC579436	13287769	scaffold_2	2410	BL24198	12022969	BFL_11	5441	G
LOC575361	13290753	scaffold_2	2411	BL20074	6794520	BFL_11	5314	G
LOC115926673	13606560	scaffold_2	2412	BL19140	12943540	BFL_11	5454	G
LOC754170	14225937	scaffold_2	2414	BL03998	4157340	BFL_11	5244	G
LOC582320	14333721	scaffold_2	2415	BL20252	15165482	BFL_11	5502	G
LOC592398	14637191	scaffold_2	2416	BL24217	11508084	BFL_11	5432	G
LOC585140	14664054	scaffold_2	2417	BL20251	15153089	BFL_11	5501	G
LOC583328	14687355	scaffold_2	2418	BL20246	15102390	BFL_11	5499	G
LOC583345	14687543	scaffold_2	2419	BL20247	15115630	BFL_11	5500	G
LOC100890260	14851704	scaffold_2	2423	BL20068	6864240	BFL_11	5315	G
LOC100893601	14946418	scaffold_2	2426	BL20239	14974165	BFL_11	5495	G
LOC578194	14946469	scaffold_2	2427	BL04003	4506789	BFL_11	5246	G
LOC578077	14956829	scaffold_2	2428	BL19947	8569284	BFL_11	5365	G
LOC765026	14986879	scaffold_2	2429	BL04045	5321627	BFL_11	5263	G
LOC584009	14987207	scaffold_2	2430	BL04046	5326776	BFL_11	5264	G
LOC577755	15700564	scaffold_2	2432	BL20241	15021617	BFL_11	5496	G
LOC576920	15705289	scaffold_2	2433	BL04070	5599724	BFL_11	5276	G
LOC589102	15790303	scaffold_2	2434	BL04063	5520521	BFL_11	5272	G
LOC577234	15793985	scaffold_2	2435	BL04011	4731640	BFL_11	5250	G
mvp	15840297	scaffold_2	2436	BL20040	7225947	BFL_11	5325	G
LOC593440	16351081	scaffold_2	2440	BL09203	1556198	BFL_11	5189	G
LOC593468	16410525	scaffold_2	2442	BL09179	1915373	BFL_11	5195	G
LOC593481	16457072	scaffold_2	2443	BL20066	6898994	BFL_11	5317	G
LOC585468	16565795	scaffold_2	2445	BL24238	11136319	BFL_11	5424	G
LOC582497	16634967	scaffold_2	2448	BL20238	14941084	BFL_11	5494	G
LOC582600	16665838	scaffold_2	2449	BL04084	5829908	BFL_11	5284	G
LOC588549	16670041	scaffold_2	2450	BL20545	20345939	BFL_11	5582	G
LOC588936	16779318	scaffold_2	2451	BL20079	6758773	BFL_11	5312	G
LOC588956	16787679	scaffold_2	2452	BL04012	4734789	BFL_11	5251	G
LOC585956	16889552	scaffold_2	2453	BL10010	642174	BFL_11	5175	G
LOC577029	17044376	scaffold_2	2457	BL19917	9293805	BFL_11	5378	G
LOC576964	17061094	scaffold_2	2458	BL20734	21922132	BFL_11	5602	G
LOC576892	17061515	scaffold_2	2459	BL20733	21898818	BFL_11	5601	G
LOC100893621	17123094	scaffold_2	2460	BL13370	23160299	BFL_11	5621	G
LOC763699	17126466	scaffold_2	2461	BL24273	10191875	BFL_11	5411	G
LOC583396	17175585	scaffold_2	2462	BL03983	3906677	BFL_11	5238	G
LOC574629	17308719	scaffold_2	2464	BL04015	4806556	BFL_11	5253	G
LOC574754	17365996	scaffold_2	2465	BL20391	17809557	BFL_11	5536	G
LOC115926705	17471781	scaffold_2	2466	BL20736	22052451	BFL_11	5603	G
LOC590441	17600531	scaffold_2	2467	BL04128	6253498	BFL_11	5300	G
LOC115926707	17636614	scaffold_2	2468	BL09187	1775801	BFL_11	5191	G
LOC100888169	17673640	scaffold_2	2469	BL20376	17523605	BFL_11	5526	G
LOC115926710	17718068	scaffold_2	2470	BL03982	3898754	BFL_11	5237	G
LOC590824	17739552	scaffold_2	2471	BL20713	21645119	BFL_11	5599	G
LOC593465	18373261	scaffold_2	2475	BL20207	14483416	BFL_11	5481	G
LOC593478	18382122	scaffold_2	2476	BL20213	14514744	BFL_11	5482	G
LOC593500	18439201	scaffold_2	2477	BL19964	8386002	BFL_11	5359	G
LOC764703	18535353	scaffold_2	2478	BL24267	10304014	BFL_11	5413	G
LOC115926715	18552437	scaffold_2	2479	BL19874	9910198	BFL_11	5401	G
LOC585491	18704251	scaffold_2	2481	BL24257	10554595	BFL_11	5416	G
LOC579683	18795524	scaffold_2	2482	BL19898	9543025	BFL_11	5391	G
TPC1	18795837	scaffold_2	2483	BL19897	9546807	BFL_11	5392	G
LOC373476	18894325	scaffold_2	2484	BL20378	17629664	BFL_11	5528	G
LOC577163	18994745	scaffold_2	2485	BL20080	6750354	BFL_11	5311	G
LOC576981	18995125	scaffold_2	2486	BL09984	1070764	BFL_11	5184	G
LOC589646	19005050	scaffold_2	2487	BL20501	19508476	BFL_11	5569	G
LOC589619	19029030	scaffold_2	2488	BL20225	14690775	BFL_11	5489	G
LOC594807	19213049	scaffold_2	2489	BL23204	22256523	BFL_11	5607	G
LOC591186	19228825	scaffold_2	2491	BL09173	2009583	BFL_11	5197	G
LOC581376	19319223	scaffold_2	2492	BL04054	5410382	BFL_11	5269	G
LOC594014	19347937	scaffold_2	2493	BL04053	5396563	BFL_11	5268	G
LOC592196	19540971	scaffold_2	2495	BL20398	17902579	BFL_11	5540	G
LOC753686	19541012	scaffold_2	2496	BL20397	17890368	BFL_11	5539	G
LOC583141	19565596	scaffold_2	2497	BL24274	10173635	BFL_11	5410	G
LOC574993	19607247	scaffold_2	2498	BL13372	23107049	BFL_11	5619	G
LOC580390	19813936	scaffold_2	2499	BL20494	19410802	BFL_11	5567	G
LOC587829	19820853	scaffold_2	2500	BL04117	6125493	BFL_11	5296	G
LOC593069	19909842	scaffold_2	2501	BL19900	9526866	BFL_11	5389	G
LOC574604	19992718	scaffold_2	2502	BL03937	3352196	BFL_11	5214	G
LOC588157	20018185	scaffold_2	2503	BL04068	5583261	BFL_11	5275	G
LOC592413	20025515	scaffold_2	2504	BL04066	5569793	BFL_11	5274	G
LOC578165	20099496	scaffold_2	2506	BL09204	1549259	BFL_11	5188	G
LOC755286	20136502	scaffold_2	2507	BL20404	17953980	BFL_11	5542	G
LOC763407	20999664	scaffold_2	2510	BL20299	16145321	BFL_11	5521	G
LOC580935	21031156	scaffold_2	2511	BL20504	19566814	BFL_11	5571	G
LOC592389	21094148	scaffold_2	2512	BL20502	19526063	BFL_11	5570	G
LOC585059	21162197	scaffold_2	2513	BL20491	19381826	BFL_11	5566	G
LOC594644	21217101	scaffold_2	2514	BL04109	6093921	BFL_11	5292	G
LOC586881	21222820	scaffold_2	2515	BL04107	6075083	BFL_11	5291	G
LOC755056	21276677	scaffold_2	2516	BL09180	1893289	BFL_11	5194	G
LOC594222	21279718	scaffold_2	2517	BL20022	7464315	BFL_11	5335	G
LOC582583	21294770	scaffold_2	2518	BL24197	12027297	BFL_11	5442	G
LOC752670	21409547	scaffold_2	2519	BL20078	6762798	BFL_11	5313	G
LOC100891821	21460288	scaffold_2	2521	BL24222	11459481	BFL_11	5429	G
LOC100891745	21507934	scaffold_2	2522	BL24223	11445161	BFL_11	5428	G
LOC591745	21507996	scaffold_2	2523	BL24226	11428547	BFL_11	5427	G
LOC575326	21657649	scaffold_2	2525	BL03953	3524787	BFL_11	5227	G
LOC575255	21657722	scaffold_2	2526	BL03954	3531410	BFL_11	5228	G
LOC575184	21704949	scaffold_2	2527	BL20552	20557055	BFL_11	5585	G
LOC585280	22046877	scaffold_2	2528	BL19911	9414837	BFL_11	5383	G
LOC589785	22632898	scaffold_2	2530	BL19910	9428508	BFL_11	5384	G
LOC753339	22727858	scaffold_2	2532	BL04129	6266272	BFL_11	5301	G
LOC586345	22758369	scaffold_2	2533	BL19909	9430784	BFL_11	5385	G
LOC115926750	22771945	scaffold_2	2534	BL03939	3369589	BFL_11	5216	G
LOC100890423	22821713	scaffold_2	2535	BL09990	928761	BFL_11	5182	G
LOC582170	22875376	scaffold_2	2536	BL24249	10945636	BFL_11	5418	G
LOC592927	22947983	scaffold_2	2537	BL20255	15268718	BFL_11	5504	G
LOC115918829	23697822	scaffold_2	2538	BL03967	3677234	BFL_11	5233	G
LOC592506	23729603	scaffold_2	2539	BL24246	11066698	BFL_11	5420	G
LOC582130	23806286	scaffold_2	2540	BL09989	954645	BFL_11	5183	G
LOC588854	23864148	scaffold_2	2541	BL24250	10938823	BFL_11	5417	G
LOC757112	24013570	scaffold_2	2542	BL20218	14590243	BFL_11	5485	G
LOC100890009	24237232	scaffold_2	2543	BL10040	141707	BFL_11	5169	G
LOC589842	24237234	scaffold_2	2544	BL20057	7084653	BFL_11	5320	G
LOC105445152	24274219	scaffold_2	2545	BL20037	7274022	BFL_11	5327	G
LOC764716	24278081	scaffold_2	2546	BL20462	18968964	BFL_11	5559	G
LOC764728	24375241	scaffold_2	2547	BL20515	19885239	BFL_11	5573	G
LOC594130	24406612	scaffold_2	2548	BL19976	8182666	BFL_11	5354	G
LOC580431	24813927	scaffold_2	2551	BL20300	16150521	BFL_11	5522	G
LOC105442119	24963126	scaffold_2	2553	BL20196	14286399	BFL_11	5474	G
LOC756370	25074292	scaffold_2	2554	BL19894	9573590	BFL_11	5394	G
LOC373434	25137931	scaffold_2	2555	BL20557	20684401	BFL_11	5588	G
LOC754340	25149486	scaffold_2	2556	BL20257	15335101	BFL_11	5506	G
LOC585114	25165773	scaffold_2	2557	BL20258	15348331	BFL_11	5507	G
LOC548623	25235719	scaffold_2	2559	BL20530	20096135	BFL_11	5579	G
LOC100890264	25272764	scaffold_2	2560	BL19977	8117113	BFL_11	5353	G
LOC575654	25347068	scaffold_2	2562	BL24275	10130545	BFL_11	5409	G
LOC591727	25530349	scaffold_2	2564	BL03941	3386308	BFL_11	5217	G
LOC588060	25589450	scaffold_2	2565	BL19950	8515764	BFL_11	5363	G
LOC585438	25897840	scaffold_2	2567	BL24236	11225935	BFL_11	5426	G
LOC100893494	25898145	scaffold_2	2568	BL20456	18899972	BFL_11	5556	G
LOC105447613	26112482	scaffold_2	2569	BL20517	19914318	BFL_11	5574	G
LOC577474	26174099	scaffold_2	2570	BL04076	5709039	BFL_11	5280	G
LOC578832	26258196	scaffold_2	2573	BL19899	9536507	BFL_11	5390	G
LOC578071	26351363	scaffold_2	2575	BL19914	9344707	BFL_11	5381	G
LOC100888793	26356154	scaffold_2	2576	BL03938	3362924	BFL_11	5215	G
LOC764185	26524152	scaffold_2	2577	BL20067	6887078	BFL_11	5316	G
Tbx2/3	26775399	scaffold_2	2578	BL09172	2119640	BFL_11	5198	G
LOC583301	27192971	scaffold_2	2580	BL03948	3464193	BFL_11	5222	G
LOC588583	27239319	scaffold_2	2581	BL04052	5388945	BFL_11	5267	G
LOC582875	27910706	scaffold_2	2582	BL20038	7249050	BFL_11	5326	G
LOC115926791	27944411	scaffold_2	2583	BL03946	3455558	BFL_11	5220	G
LOC589861	28048864	scaffold_2	2585	BL19939	8808579	BFL_11	5368	G
LOC583535	28050197	scaffold_2	2586	BL04065	5564413	BFL_11	5273	G
LOC583558	28061929	scaffold_2	2587	BL20082	6740383	BFL_11	5309	G
LOC579985	28303730	scaffold_2	2588	BL24202	11986552	BFL_11	5439	G
LOC115926796	28304346	scaffold_2	2589	BL09175	1971564	BFL_11	5196	G
LOC100893346	28690123	scaffold_2	2590	BL24280	10078567	BFL_11	5407	G
LOC100888436	28739584	scaffold_2	2591	BL20226	14713176	BFL_11	5490	G
LOC575498	28744698	scaffold_2	2592	BL24211	11665899	BFL_11	5433	G
LOC115926799	28819656	scaffold_2	2593	BL20490	19380020	BFL_11	5565	G
LOC115926463	28847005	scaffold_2	2594	BL20217	14575229	BFL_11	5484	G
LOC105439859	29300219	scaffold_2	2596	BL04051	5357012	BFL_11	5266	G
LOC585346	29884088	scaffold_2	2598	BL19986	7899284	BFL_11	5352	G
LOC115926805	30323372	scaffold_2	2599	BL09185	1840926	BFL_11	5192	G
LOC592544	31027980	scaffold_2	2600	BL19170	13525859	BFL_11	5465	G
LOC586981	31064953	scaffold_2	2601	BL23219	22424527	BFL_11	5608	G
LOC580235	31175775	scaffold_2	2602	BL04050	5348869	BFL_11	5265	G
LOC591890	31719695	scaffold_2	2604	BL20201	14360658	BFL_11	5478	G
LOC754943	32303365	scaffold_2	2606	BL04085	5838601	BFL_11	5285	G
LOC574861	32535056	scaffold_2	2608	BL04077	5754021	BFL_11	5281	G
LOC592810	32723575	scaffold_2	2610	BL19888	9724855	BFL_11	5395	G
LOC576427	32725185	scaffold_2	2611	BL04028	5031260	BFL_11	5259	G
LOC580733	32838259	scaffold_2	2612	BL20405	18008445	BFL_11	5543	G
LOC100889901	32886181	scaffold_2	2613	BL20408	18038018	BFL_11	5545	G
LOC586291	33825021	scaffold_2	2619	BL20556	20671972	BFL_11	5587	G
LOC592058	34124363	scaffold_2	2621	BL20466	19062581	BFL_11	5562	G
LOC100894060	34359083	scaffold_2	2623	BL04103	5983872	BFL_11	5289	G
LOC575450	34372851	scaffold_2	2624	BL04104	6010732	BFL_11	5290	G
LOC100888055	34494132	scaffold_2	2625	BL20050	7145608	BFL_11	5322	G
LOC575710	34494386	scaffold_2	2626	BL20051	7139929	BFL_11	5321	G
LOC586687	34534138	scaffold_2	2627	BL20707	21506889	BFL_11	5597	G
LOC594665	34585447	scaffold_2	2628	BL20395	17858298	BFL_11	5537	G
LOC583073	34626569	scaffold_2	2629	BL23235	22723554	BFL_11	5610	G
LOC583048	34627246	scaffold_2	2630	BL24220	11488774	BFL_11	5430	G
LOC574808	34754076	scaffold_2	2633	BL20214	14520352	BFL_11	5483	G
LOC579154	35034344	scaffold_2	2634	BL20083	6711740	BFL_11	5308	G
LOC100893407	35253900	scaffold_2	2635	BL20203	14415603	BFL_11	5480	G
LOC590421	35301707	scaffold_2	2636	BL04033	5128072	BFL_11	5260	G
LOC100893545	35302606	scaffold_2	2637	BL03915	2750958	BFL_11	5205	G
LOC593673	35336455	scaffold_2	2638	BL03957	3601080	BFL_11	5230	G
LOC757261	35336479	scaffold_2	2639	BL20189	14135650	BFL_11	5471	G
LOC585985	35414582	scaffold_2	2640	BL19922	9218761	BFL_11	5376	G
LOC586069	35438445	scaffold_2	2642	BL24239	11132778	BFL_11	5423	G
LOC586142	35495255	scaffold_2	2643	BL03991	4081245	BFL_11	5240	G
LOC588874	35501149	scaffold_2	2644	BL24196	12040812	BFL_11	5443	G
LOC754512	35532192	scaffold_2	2645	BL04114	6118220	BFL_11	5293	G
LOC582314	35540946	scaffold_2	2646	BL20524	20057509	BFL_11	5576	G
LOC754498	35564114	scaffold_2	2647	BL19896	9564938	BFL_11	5393	G
LOC763319	35946362	scaffold_2	2650	BL03951	3490003	BFL_11	5225	G
LOC594031	35953887	scaffold_2	2651	BL03952	3498376	BFL_11	5226	G
LOC593425	36002426	scaffold_2	2652	BL04075	5698431	BFL_11	5279	G
LOC763357	36058861	scaffold_2	2653	BL20292	15984997	BFL_11	5519	G
LOC584245	36059177	scaffold_2	2654	BL20291	15975977	BFL_11	5518	G
LOC584224	36122269	scaffold_2	2655	BL20301	16243449	BFL_11	5523	G
LOC584206	36172362	scaffold_2	2656	BL19149	13066831	BFL_11	5456	G
LOC100892331	36295163	scaffold_2	2657	BL24266	10315715	BFL_11	5414	G
LOC579636	36479801	scaffold_2	2658	BL20236	14853495	BFL_11	5493	G
LOC105444154	36497509	scaffold_2	2659	BL19886	9750335	BFL_11	5397	G
LOC585757	36573651	scaffold_2	2660	BL04074	5685413	BFL_11	5278	G
LOC583929	36595511	scaffold_2	2661	BL20561	20803438	BFL_11	5590	G
LOC591139	36734122	scaffold_2	2663	BL19153	13159506	BFL_11	5458	G
LOC100894040	36748113	scaffold_2	2664	BL13388	22851998	BFL_11	5613	G
LOC577303	36805144	scaffold_2	2665	BL13395	22785014	BFL_11	5611	G
LOC762494	36979592	scaffold_2	2666	BL20529	20090644	BFL_11	5578	G
LOC589835	36988781	scaffold_2	2667	BL20261	15377211	BFL_11	5510	G
