s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi
PL05241	23189193	chrom2	1813	LOC581957	6427328	scaffold_6	155
PL06988	23401061	chrom2	1814	LOC580494	6582541	scaffold_6	156
PL05242	23563719	chrom2	1815	LOC580556	6689269	scaffold_6	157
PL06258	23828888	chrom2	1816	LOC591081	6912968	scaffold_6	158
PL05714	23894745	chrom2	1818	LOC100894026	6926547	scaffold_6	159
PL04847	23920251	chrom2	1819	LOC105438425	6946308	scaffold_6	160
PL05243	24086855	chrom2	1820	LOC764876	7048758	scaffold_6	162
PL06048	24096604	chrom2	1821	LOC579323	7053751	scaffold_6	163
PL07388	24136383	chrom2	1822	LOC100888893	7092811	scaffold_6	164
PL07238	24159521	chrom2	1823	LOC105441642	7106019	scaffold_6	165
PL07549	24169890	chrom2	1824	LOC754129	7111025	scaffold_6	166
PL05431	24204485	chrom2	1825	LOC579637	7137038	scaffold_6	167
PL05487	24237254	chrom2	1826	LOC579703	7159175	scaffold_6	168
PL06983	24474395	chrom2	1827	LOC105444717	19840046	scaffold_6	459
PL07782	24507436	chrom2	1828	LOC581552	19828862	scaffold_6	458
PL07506	24778826	chrom2	1829	LOC100893535	19585421	scaffold_6	456
PL06106	24780488	chrom2	1830	LOC752904	19586266	scaffold_6	457
PL07451	24803388	chrom2	1831	LOC100893399	19567628	scaffold_6	455
PL07568	24818384	chrom2	1832	LOC581823	19566482	scaffold_6	454
PL04833	25045368	chrom2	1833	LOC588183	19449646	scaffold_6	453
PL07213	25067808	chrom2	1834	LOC591403	21362802	scaffold_6	496
PL07384	25196753	chrom2	1835	LOC581817	19349059	scaffold_6	452
PL06734	25237663	chrom2	1836	LOC581868	19326550	scaffold_6	451
PL06310	25326854	chrom2	1840	LOC105444251	52183176	scaffold_6	1045
PL07060	25336527	chrom2	1841	LOC575732	52778222	scaffold_6	1054
PL06679	25338532	chrom2	1842	LOC576984	52208210	scaffold_6	1046
PL05250	25381369	chrom2	1843	LOC115919496	52804824	scaffold_6	1055
PL06594	25395083	chrom2	1844	LOC115930019	52809338	scaffold_6	1056
PL05817	25432340	chrom2	1845	LOC115919127	52269455	scaffold_6	1047
PL06146	25432661	chrom2	1846	LOC577228	52840178	scaffold_6	1057
PL07095	25483379	chrom2	1847	LOC115919259	52875974	scaffold_6	1058
PL06215	25484022	chrom2	1848	LOC100891218	52308116	scaffold_6	1048
PL07569	25498893	chrom2	1849	LOC752214	52320583	scaffold_6	1049
PL06799	25499866	chrom2	1850	LOC588664	52892950	scaffold_6	1059
PL05317	25552919	chrom2	1851	LOC588644	52904041	scaffold_6	1060
PL05851	25593746	chrom2	1852	LOC115929925	52931615	scaffold_6	1061
PL05450	25733302	chrom2	1853	LOC752281	53062263	scaffold_6	1062
PL07350	25785633	chrom2	1854	LOC105445204	52548435	scaffold_6	1050
PL06542	25861719	chrom2	1855	LOC574893	53140465	scaffold_6	1063
PL07015	25894553	chrom2	1856	LOC593945	52631849	scaffold_6	1051
PL05414	25970870	chrom2	1857	LOC115918090	53198228	scaffold_6	1064
PL04790	25981531	chrom2	1858	LOC591101	52683917	scaffold_6	1052
PL05915	25998735	chrom2	1859	LOC115918235	52725950	scaffold_6	1053
PL05873	26015274	chrom2	1860	CVp18	53272851	scaffold_6	1065
PL06437	26018971	chrom2	1861	LOC115919483	53390996	scaffold_6	1068
PL06033	26024444	chrom2	1862	LOC115929930	53378799	scaffold_6	1067
PL06471	26094859	chrom2	1863	LOC115929928	53339448	scaffold_6	1066
PL07100	26216598	chrom2	1864	LOC762726	53486598	scaffold_6	1070
PL06139	26216731	chrom2	1865	LOC762780	53435728	scaffold_6	1069
PL06919	26229709	chrom2	1866	LOC100890651	53499394	scaffold_6	1071
PL06282	26250068	chrom2	1867	LOC591112	53502996	scaffold_6	1072
PL05938	26275379	chrom2	1868	LOC100890930	53544468	scaffold_6	1073
PL07269	26316688	chrom2	1870	LOC581878	53601207	scaffold_6	1074
PL05984	26466557	chrom2	1871	LOC580410	53643656	scaffold_6	1075
PL07252	26511300	chrom2	1872	LOC100893753	53718304	scaffold_6	1076
PL06459	26535576	chrom2	1873	LOC100891078	53726357	scaffold_6	1077
PL05728	26572978	chrom2	1874	LOC593393	53760270	scaffold_6	1078
PL07499	26632673	chrom2	1875	LOC588816	53819430	scaffold_6	1079
PL05321	26632711	chrom2	1876	LOC594062	53822174	scaffold_6	1080
PL07656	26711444	chrom2	1877	LOC583137	53864456	scaffold_6	1081
PL05314	26762078	chrom2	1878	LOC579761	53962281	scaffold_6	1082
PL04902	26922438	chrom2	1879	LOC100888568	54000528	scaffold_6	1083
PL07092	27055813	chrom2	1880	LOC582202	54131763	scaffold_6	1084
PL07665	27112263	chrom2	1881	LOC582243	54169074	scaffold_6	1085
PL07829	27149982	chrom2	1882	Elk	54188141	scaffold_6	1086
PL06882	27182410	chrom2	1883	LOC576431	54219411	scaffold_6	1087
PL07737	27247927	chrom2	1884	LOC575335	54258721	scaffold_6	1088
PL05047	27264604	chrom2	1885	LOC576591	54280967	scaffold_6	1089
PL04972	27334541	chrom2	1886	LOC576797	54365040	scaffold_6	1090
PL06468	27392296	chrom2	1887	LOC576865	54365130	scaffold_6	1091
PL06219	27447441	chrom2	1888	LOC100889936	54401536	scaffold_6	1092
PL05123	27579898	chrom2	1889	LOC587630	54651181	scaffold_6	1093
PL07653	27633888	chrom2	1890	LOC590586	54687512	scaffold_6	1094
PL07425	27670257	chrom2	1891	LOC100888845	54820874	scaffold_6	1096
PL06181	27728324	chrom2	1892	LOC578784	54859368	scaffold_6	1097
PL07489	27770311	chrom2	1893	LOC590286	54863559	scaffold_6	1098
PL06407	27798005	chrom2	1894	LOC752806	54892729	scaffold_6	1099
PL06867	27867078	chrom2	1895	LOC100889178	54946757	scaffold_6	1100
PL05891	27924053	chrom2	1896	LOC105444373	54981966	scaffold_6	1101
PL07085	27952310	chrom2	1897	LOC578131	55006325	scaffold_6	1102
PL07011	27985723	chrom2	1898	LOC753631	55042625	scaffold_6	1103
PL07611	28010199	chrom2	1899	LOC578003	55063718	scaffold_6	1104
PL04957	28104234	chrom2	1900	LOC577931	55124526	scaffold_6	1105
PL06261	28150071	chrom2	1901	LOC577730	55157935	scaffold_6	1107
PL05256	28191663	chrom2	1902	LOC577668	55165049	scaffold_6	1108
PL04889	28233525	chrom2	1903	LOC753730	55208317	scaffold_6	1110
PL07808	28233756	chrom2	1904	LOC577611	55208089	scaffold_6	1109
PL07370	28288335	chrom2	1905	LOC577485	55256437	scaffold_6	1111
PL07716	28346784	chrom2	1906	LOC753771	55315088	scaffold_6	1112
PL04997	28371403	chrom2	1907	SFE1	55339470	scaffold_6	1113
PL06061	28487468	chrom2	1908	LOC593501	55404139	scaffold_6	1114
PL06583	28576275	chrom2	1909	LOC100891481	55478939	scaffold_6	1115
PL05489	28650540	chrom2	1910	LOC578277	55541609	scaffold_6	1116
PL06564	28658317	chrom2	1911	LOC100891339	55546231	scaffold_6	1117
PL07166	28816365	chrom2	1912	LOC577362	55704126	scaffold_6	1118
PL07481	28931379	chrom2	1913	LOC577299	55719990	scaffold_6	1119
PL06307	28954200	chrom2	1914	LOC763308	55740081	scaffold_6	1120
PL07282	28999654	chrom2	1915	LOC581313	55797733	scaffold_6	1121
PL05403	29072490	chrom2	1916	LOC100888815	55896135	scaffold_6	1122
PL07055	29073425	chrom2	1917	LOC100891108	55899017	scaffold_6	1123
PL04967	29098613	chrom2	1918	LOC578192	55911734	scaffold_6	1124
PL07263	29101764	chrom2	1919	LOC591412	55914665	scaffold_6	1125
PL06039	29120966	chrom2	1920	LOC581599	55928126	scaffold_6	1126
PL04898	29512728	chrom2	1921	LOC588428	56256386	scaffold_6	1127
PL06044	29718293	chrom2	1922	LOC100890308	5393098	scaffold_6	123
PL05708	29757536	chrom2	1923	LOC100894044	56386486	scaffold_6	1128
PL06042	29801279	chrom2	1924	LOC115918022	12527707	scaffold_6	294
PL05678	29845788	chrom2	1925	LOC575371	56400478	scaffold_6	1129
PL07062	29872871	chrom2	1926	LOC576972	56420863	scaffold_6	1130
PL06184	29884784	chrom2	1927	LOC580072	5511510	scaffold_6	125
PL06108	29941751	chrom2	1928	LOC580011	5456479	scaffold_6	124
PL05138	30035209	chrom2	1929	LOC581558	5384881	scaffold_6	122
PL07006	30160571	chrom2	1930	LOC589684	5255811	scaffold_6	121
PL07414	30228476	chrom2	1931	LOC581873	5181082	scaffold_6	120
PL06802	30295388	chrom2	1932	LOC105439627	5142894	scaffold_6	119
PL07212	30333214	chrom2	1933	LOC762981	5100617	scaffold_6	118
PL05380	30514436	chrom2	1934	LOC105439613	5091587	scaffold_6	117
PL06183	30543420	chrom2	1935	LOC575376	5003634	scaffold_6	115
PL07697	30555002	chrom2	1936	LOC100892916	5032218	scaffold_6	116
PL05324	30596115	chrom2	1937	LOC100891836	5000380	scaffold_6	114
PL06624	30622120	chrom2	1938	LOC100892760	4981867	scaffold_6	113
PL06213	30657354	chrom2	1939	LOC575162	4961734	scaffold_6	112
PL04795	30705919	chrom2	1940	LOC581748	4939499	scaffold_6	111
PL04819	30749201	chrom2	1941	LOC577137	4902069	scaffold_6	110
PL06902	30749631	chrom2	1942	LOC100893113	33018748	scaffold_6	706
PL06692	30788849	chrom2	1944	LOC578762	4829366	scaffold_6	108
PL07367	30840375	chrom2	1945	LOC578693	4796638	scaffold_6	107
PL06878	30869770	chrom2	1946	LOC594811	4791745	scaffold_6	106
PL06450	31034815	chrom2	1947	LOC100893969	4680700	scaffold_6	105
PL07448	31151683	chrom2	1948	LOC578394	4504713	scaffold_6	104
PL05515	31170987	chrom2	1949	LOC578330	4481613	scaffold_6	103
PL05209	31309648	chrom2	1950	LOC763067	4462767	scaffold_6	102
PL07152	31316902	chrom2	1951	LOC100894133	4454627	scaffold_6	101
PL07724	31386632	chrom2	1952	LOC115918281	4389143	scaffold_6	100
PL07594	31412536	chrom2	1953	LOC763089	4379315	scaffold_6	99
PL04981	31423098	chrom2	1954	LOC763100	4377031	scaffold_6	98
PL06365	31799742	chrom2	1956	LOC580010	4091801	scaffold_6	96
PL07618	31878616	chrom2	1957	LOC580071	4060834	scaffold_6	95
PL06209	31933208	chrom2	1958	LOC580131	4022766	scaffold_6	94
PL06366	31947353	chrom2	1959	LOC589630	3999660	scaffold_6	93
PL07219	31994379	chrom2	1960	LOC594046	3952981	scaffold_6	92
PL05699	32042292	chrom2	1961	LOC580696	3926701	scaffold_6	90
PL07416	32044832	chrom2	1962	LOC594039	3927160	scaffold_6	91
PL05394	32054367	chrom2	1963	LOC580635	3914742	scaffold_6	89
PL05597	32115692	chrom2	1964	LOC580506	3886827	scaffold_6	88
PL07683	32124953	chrom2	1965	LOC591417	3870198	scaffold_6	87
PL05846	32378204	chrom2	1966	LOC115919285	3726422	scaffold_6	86
PL06643	32400127	chrom2	1967	LOC592472	3701311	scaffold_6	85
PL05299	32449258	chrom2	1968	LOC115918026	3665595	scaffold_6	84
PL05089	32467081	chrom2	1969	LOC100894138	3645247	scaffold_6	83
PL05751	32468385	chrom2	1970	LOC575822	3641099	scaffold_6	82
PL06742	32595004	chrom2	1971	LOC763347	3541254	scaffold_6	80
PL06847	32620732	chrom2	1972	LOC578221	22225895	scaffold_6	528
PL05131	32643494	chrom2	1973	LOC578301	22204268	scaffold_6	527
PL05397	32682547	chrom2	1974	LOC578364	22185822	scaffold_6	526
PL06986	32686934	chrom2	1975	LOC579797	22178541	scaffold_6	525
PL04844	32821603	chrom2	1976	LOC105446639	22057222	scaffold_6	524
PL05910	32823434	chrom2	1977	LOC590982	22055740	scaffold_6	523
PL06871	32886445	chrom2	1978	LOC590968	22017116	scaffold_6	522
PL05545	32888906	chrom2	1979	LOC590942	22013549	scaffold_6	521
PL06844	32917866	chrom2	1980	LOC100889201	21978351	scaffold_6	520
PL05893	32937265	chrom2	1981	LOC591701	21960506	scaffold_6	519
PL04788	32949673	chrom2	1982	rab7	21943525	scaffold_6	518
PL05230	32964099	chrom2	1983	LOC591740	21943275	scaffold_6	517
PL04800	33103805	chrom2	1984	LOC591764	21922247	scaffold_6	516
PL06409	33109058	chrom2	1985	LOC100889388	21918758	scaffold_6	515
PL07087	33193102	chrom2	1986	LOC577928	21856734	scaffold_6	514
PL05733	33239943	chrom2	1987	eve	38491798	scaffold_6	794
PL05512	33303567	chrom2	1988	LOC576717	38563808	scaffold_6	795
PL05983	33328000	chrom2	1989	LOC100893690	37173260	scaffold_6	776
PL07797	33402165	chrom2	1990	LOC592144	58813901	scaffold_6	1176
PL05669	33427951	chrom2	1991	LOC577131	58992347	scaffold_6	1177
PL04825	33450165	chrom2	1992	LOC763485	59002839	scaffold_6	1178
PL05388	33459271	chrom2	1993	LOC592177	59013008	scaffold_6	1179
PL05654	33485430	chrom2	1994	LOC583525	37123854	scaffold_6	775
PL06144	33493065	chrom2	1995	LOC583545	37123082	scaffold_6	774
PL05785	33506990	chrom2	1996	LOC100892656	37089198	scaffold_6	772
PL05342	33532742	chrom2	1997	LOC100892588	37082575	scaffold_6	771
PL07142	33567833	chrom2	1998	LOC581217	37049551	scaffold_6	770
PL07012	33615222	chrom2	1999	LOC581269	36999676	scaffold_6	769
PL06279	33653632	chrom2	2000	LOC589628	36960481	scaffold_6	768
PL05039	33666336	chrom2	2001	LOC577618	36935968	scaffold_6	767
PL05465	33710530	chrom2	2002	LOC579456	36731581	scaffold_6	760
PL07278	33764304	chrom2	2003	LOC579389	36758704	scaffold_6	761
PL07065	33770991	chrom2	2004	LOC579325	36758760	scaffold_6	762
PL07565	33808124	chrom2	2005	LOC579199	36788108	scaffold_6	764
PL07755	33808471	chrom2	2006	LOC100890394	36788016	scaffold_6	763
PL07396	33828011	chrom2	2007	LOC105447639	36809525	scaffold_6	765
PL06853	33832786	chrom2	2008	LOC581333	36839999	scaffold_6	766
PL06737	33981937	chrom2	2009	LOC579513	36666096	scaffold_6	758
PL07801	34020529	chrom2	2010	LOC579576	36666509	scaffold_6	759
PL07541	34092800	chrom2	2011	LOC100888148	36626624	scaffold_6	757
PL06271	34162755	chrom2	2012	LOC580036	36531034	scaffold_6	756
PL04988	34208335	chrom2	2013	LOC577959	36483889	scaffold_6	755
PL04864	34210887	chrom2	2014	LOC578100	36481343	scaffold_6	754
PL05127	34312902	chrom2	2016	LOC762700	36357191	scaffold_6	753
PL05255	34367470	chrom2	2017	LOC590820	36318891	scaffold_6	752
PL06603	34367551	chrom2	2018	LOC105437981	36303662	scaffold_6	751
PL05471	34385673	chrom2	2019	LOC100888366	36164386	scaffold_6	750
PL07542	34439563	chrom2	2020	LOC576256	36105515	scaffold_6	748
PL07021	34439591	chrom2	2021	LOC579111	36105522	scaffold_6	749
PL07609	34519315	chrom2	2023	LOC580712	61859800	scaffold_6	1237
PL05913	34572662	chrom2	2024	LOC580653	61816959	scaffold_6	1236
PL05041	34595458	chrom2	2025	LOC580592	61786919	scaffold_6	1235
PL06371	34626012	chrom2	2026	LOC587548	61765122	scaffold_6	1234
PL04868	34670981	chrom2	2027	LOC575102	61725923	scaffold_6	1233
PL05550	34690808	chrom2	2028	LOC575170	61713059	scaffold_6	1232
PL05608	34748938	chrom2	2029	LOC105439334	61597167	scaffold_6	1231
PL05035	34764557	chrom2	2030	LOC585539	59445208	scaffold_6	1191
PL06540	34790141	chrom2	2031	LOC585561	59449454	scaffold_6	1192
PL04914	34878523	chrom2	2032	LOC585585	59517598	scaffold_6	1193
PL06074	35014136	chrom2	2033	LOC100893847	59579476	scaffold_6	1194
PL05428	35162391	chrom2	2035	LOC590424	35915604	scaffold_6	743
PL06089	35180775	chrom2	2036	LOC581402	35961916	scaffold_6	744
PL06808	35281015	chrom2	2037	LOC581284	36023356	scaffold_6	745
PL05750	35302640	chrom2	2038	LOC593799	40600129	scaffold_6	832
PL07223	35365939	chrom2	2039	LOC594000	39937960	scaffold_6	816
PL07521	35389461	chrom2	2040	LOC586966	39953479	scaffold_6	817
PL07769	35461787	chrom2	2041	LOC581835	40001274	scaffold_6	818
PL07575	35518445	chrom2	2042	LOC584316	40071074	scaffold_6	819
PL06006	35536223	chrom2	2043	LOC100887856	40074854	scaffold_6	820
PL07122	35555929	chrom2	2044	LOC577766	40218668	scaffold_6	821
PL07624	35628923	chrom2	2045	LOC100892914	58759870	scaffold_6	1175
PL07551	35708087	chrom2	2047	LOC592194	59027340	scaffold_6	1180
PL05888	35724255	chrom2	2048	LOC580120	49830742	scaffold_6	994
PL07158	35761294	chrom2	2049	LOC105442719	49853593	scaffold_6	995
PL04851	35769927	chrom2	2050	LOC580060	49821091	scaffold_6	993
PL07086	35778933	chrom2	2051	LOC584256	49807680	scaffold_6	992
PL06011	35809750	chrom2	2052	LOC105444658	49779049	scaffold_6	991
PL04866	35869953	chrom2	2053	LOC100888431	49741222	scaffold_6	990
PL05692	35903053	chrom2	2054	LOC581085	49685883	scaffold_6	989
PL07447	36004743	chrom2	2055	LOC581024	49618075	scaffold_6	988
PL05334	36130180	chrom2	2056	LOC105445176	49505602	scaffold_6	986
PL05227	36207166	chrom2	2057	LOC580859	49499581	scaffold_6	985
PL07325	36397765	chrom2	2058	LOC580797	49371576	scaffold_6	984
PL07548	36569498	chrom2	2059	LOC115919180	49151019	scaffold_6	982
PL07732	36569536	chrom2	2060	LOC576136	49153598	scaffold_6	983
PL05339	36593973	chrom2	2061	LOC580337	49127825	scaffold_6	981
PL06589	36606307	chrom2	2062	LOC574549	49075324	scaffold_6	979
PL04946	36730843	chrom2	2063	LOC100893889	48955265	scaffold_6	977
PL04933	36735738	chrom2	2064	LOC578743	49006990	scaffold_6	978
PL07779	36776032	chrom2	2065	LOC100893970	48924298	scaffold_6	976
PL06833	37138163	chrom2	2066	LOC582545	48624302	scaffold_6	975
PL05122	37187686	chrom2	2067	LOC581924	48562418	scaffold_6	974
PL04858	37211994	chrom2	2068	LOC581879	48543233	scaffold_6	973
PL06893	37220976	chrom2	2069	LOC580943	48535953	scaffold_6	972
PL06005	37260609	chrom2	2070	LOC582612	48501258	scaffold_6	971
PL04809	37310270	chrom2	2071	LOC579135	48462536	scaffold_6	970
PL05517	37344784	chrom2	2072	LOC582643	48456972	scaffold_6	969
PL06327	37409326	chrom2	2073	LOC100892279	48400882	scaffold_6	968
PL07509	37521697	chrom2	2074	LOC754814	48319122	scaffold_6	967
PL07317	37542275	chrom2	2075	LOC575263	48306393	scaffold_6	966
PL06283	37614418	chrom2	2076	LOC586332	48201011	scaffold_6	965
PL04803	37775604	chrom2	2077	LOC586359	48095731	scaffold_6	964
PL06267	37794222	chrom2	2078	LOC581003	47902962	scaffold_6	963
PL06115	37824689	chrom2	2079	LOC577639	47818594	scaffold_6	962
PL07817	37990509	chrom2	2080	LOC580332	47754366	scaffold_6	961
PL06062	38027567	chrom2	2081	LOC105440589	47680620	scaffold_6	960
PL06569	38037762	chrom2	2082	LOC100889974	47677295	scaffold_6	959
PL07181	38048471	chrom2	2083	LOC585551	47661726	scaffold_6	958
PL06718	38132287	chrom2	2084	LOC577472	47612013	scaffold_6	956
PL05358	38262063	chrom2	2085	PMCA	47500613	scaffold_6	955
PL06777	38362397	chrom2	2086	LOC590611	47422307	scaffold_6	954
PL07812	38394870	chrom2	2087	LOC100888904	47374220	scaffold_6	953
PL04829	38418071	chrom2	2088	LOC581318	47355852	scaffold_6	952
PL06203	38426530	chrom2	2089	LOC581375	47352922	scaffold_6	951
PL05229	38470942	chrom2	2090	LOC581428	47331600	scaffold_6	950
PL07332	38472856	chrom2	2091	LOC575999	47312072	scaffold_6	949
PL06652	38555251	chrom2	2092	LOC589638	47234900	scaffold_6	948
PL05642	38637838	chrom2	2093	LOC594533	47162464	scaffold_6	947
PL06887	38638047	chrom2	2094	LOC588665	47162294	scaffold_6	946
PL04974	38817496	chrom2	2095	LOC585445	47014120	scaffold_6	945
PL06684	38831511	chrom2	2096	LOC100892057	46936763	scaffold_6	944
PL06750	39022529	chrom2	2098	LOC586351	46629134	scaffold_6	943
PL07526	39066768	chrom2	2099	LOC100889970	46584532	scaffold_6	942
PL07182	39105226	chrom2	2100	LOC115929909	46571852	scaffold_6	941
PL05473	39161014	chrom2	2101	LOC100892044	46550433	scaffold_6	940
PL06758	39412293	chrom2	2102	LOC584806	46413687	scaffold_6	939
PL05640	39491601	chrom2	2103	LOC115919341	46380445	scaffold_6	938
PL05104	39539170	chrom2	2104	LOC373404	3251511	scaffold_6	72
PL04817	39606102	chrom2	2105	LOC592592	3199892	scaffold_6	71
PL06315	39627850	chrom2	2106	LOC592555	3183532	scaffold_6	70
PL05341	39651451	chrom2	2107	LOC591730	3159751	scaffold_6	69
PL06449	39753529	chrom2	2108	LOC586471	3082010	scaffold_6	68
PL05739	39838883	chrom2	2109	LOC591839	3039594	scaffold_6	66
PL05738	39849396	chrom2	2110	LOC100890290	3042517	scaffold_6	67
PL05876	39917066	chrom2	2111	LOC100887851	2981233	scaffold_6	65
PL05029	40046662	chrom2	2112	LOC577570	39881612	scaffold_6	813
PL06140	40087095	chrom2	2113	LOC577819	39777460	scaffold_6	811
PL07029	40099660	chrom2	2114	LOC575689	39771113	scaffold_6	810
PL05095	40216961	chrom2	2115	LOC577880	39743721	scaffold_6	809
PL05153	40273550	chrom2	2116	LOC577956	39635831	scaffold_6	808
PL06657	40300899	chrom2	2117	LOC105436761	39585880	scaffold_6	807
PL07047	40500511	chrom2	2118	LOC753198	39526680	scaffold_6	806
PL05593	40752021	chrom2	2123	LOC105437820	39158694	scaffold_6	802
PL05576	40778522	chrom2	2124	LOC115919533	39212296	scaffold_6	803
PL05974	40821499	chrom2	2125	LOC586652	39214405	scaffold_6	804
PL06786	40861699	chrom2	2126	LOC115917911	39239039	scaffold_6	805
PL06793	40989361	chrom2	2127	LOC115929968	38938278	scaffold_6	799
PL07136	41100918	chrom2	2128	LOC587083	38615416	scaffold_6	798
PL06161	41125556	chrom2	2129	LOC576917	38603064	scaffold_6	797
PL06949	41170351	chrom2	2130	LOC576789	38579675	scaffold_6	796
PL06252	41202032	chrom2	2131	LOC586818	37201881	scaffold_6	777
PL05521	41251745	chrom2	2133	LOC576164	37281101	scaffold_6	778
PL06078	41304982	chrom2	2134	LOC579391	37323463	scaffold_6	779
PL06918	41394764	chrom2	2135	COLP1alpha	37381782	scaffold_6	780
PL05950	41515048	chrom2	2136	COLP2alpha	37436857	scaffold_6	781
PL04798	41733433	chrom2	2137	LOC575353	37610939	scaffold_6	782
PL07409	41779458	chrom2	2138	LOC105443398	37674260	scaffold_6	783
PL05982	41796787	chrom2	2139	LOC100893063	37682276	scaffold_6	784
PL05953	41809723	chrom2	2140	LOC575073	37700436	scaffold_6	785
PL04812	41843433	chrom2	2141	LOC100888432	37780499	scaffold_6	786
PL07354	41920502	chrom2	2142	LOC574804	37865618	scaffold_6	787
PL05219	42080444	chrom2	2143	LOC588358	38002611	scaffold_6	788
PL06460	42110587	chrom2	2144	LOC577994	38039772	scaffold_6	789
PL06481	42179858	chrom2	2145	LOC577924	38090583	scaffold_6	790
PL05236	42261685	chrom2	2146	Hbox7	38147087	scaffold_6	791
PL07277	42438074	chrom2	2147	LOC576228	38241415	scaffold_6	792
PL04786	42696077	chrom2	2148	LOC115929972	38395418	scaffold_6	793
PL05567	42856174	chrom2	2149	LOC585129	21796737	scaffold_6	512
PL07031	42868418	chrom2	2150	LOC586201	21790753	scaffold_6	511
PL06927	42933936	chrom2	2151	LOC586153	21739302	scaffold_6	510
PL04822	43168300	chrom2	2153	LOC575613	23149963	scaffold_6	534
PL07371	43343370	chrom2	2154	LOC115919172	22987884	scaffold_6	533
PL05630	43594496	chrom2	2156	LOC115919358	22775188	scaffold_6	532
PL07005	43714714	chrom2	2157	LOC100893855	22539505	scaffold_6	531
PL05407	43879146	chrom2	2159	LOC115919437	22314549	scaffold_6	530
PL07097	43978405	chrom2	2161	LOC755194	27954675	scaffold_6	623
PL05192	43988556	chrom2	2162	LOC584099	28430674	scaffold_6	631
PL07648	44068722	chrom2	2163	LOC584144	28485963	scaffold_6	632
PL06757	44126375	chrom2	2164	LOC100891546	28412392	scaffold_6	630
PL05510	44201698	chrom2	2165	LOC584205	28536793	scaffold_6	633
PL05767	44206560	chrom2	2166	LOC591085	28537181	scaffold_6	634
PL05175	44224026	chrom2	2167	LOC115918322	28560173	scaffold_6	635
PL05211	44332408	chrom2	2168	LOC100889172	28638010	scaffold_6	636
PL06435	44335513	chrom2	2169	LOC588386	28656081	scaffold_6	637
PL06352	45038763	chrom2	2170	LOC582206	30168644	scaffold_6	669
PL07283	45091452	chrom2	2171	LOC577449	30067058	scaffold_6	667
PL07380	45225351	chrom2	2172	LOC591109	29957377	scaffold_6	666
PL06015	45246700	chrom2	2173	LOC100893916	29953448	scaffold_6	665
PL06722	45279953	chrom2	2174	LOC591167	29933947	scaffold_6	664
PL05274	45289789	chrom2	2175	LOC585657	29920395	scaffold_6	663
PL05870	45304282	chrom2	2176	LOC585678	29919981	scaffold_6	662
PL04867	45325834	chrom2	2177	LOC588142	29893938	scaffold_6	661
PL07250	45367047	chrom2	2178	LOC100893626	29851308	scaffold_6	660
PL06222	45452422	chrom2	2179	LOC100892183	29785997	scaffold_6	658
PL07651	45564843	chrom2	2180	LOC589304	29708548	scaffold_6	657
PL06632	45706511	chrom2	2181	LOC100891837	29449842	scaffold_6	656
PL07743	45789797	chrom2	2182	LOC583696	29265061	scaffold_6	653
PL05916	45828653	chrom2	2183	LOC579676	29261047	scaffold_6	652
PL04843	45856577	chrom2	2184	LOC579752	29236803	scaffold_6	651
PL07013	45920396	chrom2	2185	LOC100890628	29213817	scaffold_6	650
PL07357	46048325	chrom2	2186	LOC100890480	29105205	scaffold_6	649
PL05966	46081756	chrom2	2187	LOC582266	29073077	scaffold_6	648
PL04973	46117000	chrom2	2188	LOC582313	29045109	scaffold_6	647
PL05213	46161826	chrom2	2189	LOC582346	29026358	scaffold_6	646
PL07083	46162454	chrom2	2190	LOC753088	29026195	scaffold_6	645
PL06413	46236279	chrom2	2191	LOC100889792	28955343	scaffold_6	643
PL05778	46254787	chrom2	2192	LOC575429	28935089	scaffold_6	642
PL05081	46317041	chrom2	2193	LOC575286	28892060	scaffold_6	641
PL06820	46344648	chrom2	2194	LOC575215	28879684	scaffold_6	640
PL04774	46452677	chrom2	2195	LOC548615	2388165	scaffold_6	52
PL06304	46649231	chrom2	2196	LOC584452	2277646	scaffold_6	51
PL05413	46703915	chrom2	2197	LOC757247	2203484	scaffold_6	50
PL07287	46860077	chrom2	2198	LOC578539	2106587	scaffold_6	49
PL06761	46865509	chrom2	2199	LOC578471	2075109	scaffold_6	48
PL06940	47074391	chrom2	2201	LOC115919104	25122172	scaffold_6	569
PL05700	47150778	chrom2	2202	LOC592899	25084965	scaffold_6	568
PL07194	47222864	chrom2	2207	LOC592936	25055298	scaffold_6	567
PL04831	47299348	chrom2	2209	LOC580105	24989608	scaffold_6	566
PL07346	47557065	chrom2	2210	LOC585051	24911964	scaffold_6	565
PL06453	47644786	chrom2	2213	LOC764711	24887146	scaffold_6	564
PL05500	47740456	chrom2	2214	LOC583613	24803495	scaffold_6	563
PL07633	47784955	chrom2	2215	LOC589513	24764609	scaffold_6	562
PL07600	47924872	chrom2	2218	LOC100893009	24657636	scaffold_6	561
PL06682	47999775	chrom2	2219	LOC762549	24606825	scaffold_6	560
PL05555	48094957	chrom2	2221	LOC578270	24556196	scaffold_6	559
PL05705	48114399	chrom2	2222	LOC100891846	24538368	scaffold_6	558
PL06602	48282220	chrom2	2223	LOC115918284	24479086	scaffold_6	557
PL05206	48366184	chrom2	2224	LOC115917871	24353073	scaffold_6	556
PL07682	48472714	chrom2	2225	LOC115919144	24247244	scaffold_6	555
PL06394	48524326	chrom2	2227	LOC115917955	24204529	scaffold_6	554
