s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi
LOC592015	12360900	scaffold_2	3911	L_var_05133	71326242	chr2	2678
LOC589683	12360968	scaffold_2	3912	L_var_05134	71343680	chr2	2679
LOC594474	12380365	scaffold_2	3913	L_var_05130	71230021	chr2	2677
LOC105444398	12486118	scaffold_2	3914	L_var_05129	71175432	chr2	2676
LOC583977	12496911	scaffold_2	3915	L_var_05128	71163000	chr2	2675
LOC583958	12499700	scaffold_2	3916	L_var_05127	71162840	chr2	2674
LOC583942	12535516	scaffold_2	3917	L_var_05126	71120658	chr2	2673
LOC752114	12541974	scaffold_2	3918	L_var_05125	71105397	chr2	2672
LOC756823	12586092	scaffold_2	3919	L_var_05124	71061753	chr2	2671
LOC583221	12623249	scaffold_2	3920	L_var_05123	71014683	chr2	2670
LOC100889146	12626742	scaffold_2	3921	L_var_05122	71012224	chr2	2669
LOC576259	12663779	scaffold_2	3922	L_var_05121	71002606	chr2	2668
LOC576120	12696425	scaffold_2	3923	L_var_05119	70943882	chr2	2667
LOC576051	12696626	scaffold_2	3924	L_var_05118	70941489	chr2	2666
LOC575917	12703953	scaffold_2	3925	L_var_05117	70926807	chr2	2665
LOC575712	12734371	scaffold_2	3926	L_var_05115	70892588	chr2	2663
LOC593211	12838636	scaffold_2	3927	L_var_05114	70892701	chr2	2664
LOC593191	12855604	scaffold_2	3928	L_var_05113	70873197	chr2	2662
LOC593174	12879749	scaffold_2	3929	L_var_05112	70841861	chr2	2661
LOC100891149	12881915	scaffold_2	3930	L_var_05111	70825310	chr2	2660
LOC754560	12903782	scaffold_2	3931	L_var_05110	70775124	chr2	2659
LOC762514	13053428	scaffold_2	3932	L_var_05109	70651207	chr2	2658
LOC589330	13072186	scaffold_2	3933	L_var_05108	70646973	chr2	2657
LOC100889012	13108294	scaffold_2	3934	L_var_05105	70613568	chr2	2656
LOC574672	13109940	scaffold_2	3935	L_var_05104	70612015	chr2	2655
LOC574737	13123145	scaffold_2	3936	L_var_05103	70587903	chr2	2654
LOC100888697	13143580	scaffold_2	3937	L_var_05102	70566387	chr2	2653
LOC756111	13180825	scaffold_2	3938	L_var_05100	70515151	chr2	2651
LOC574799	13187845	scaffold_2	3939	L_var_05101	70519773	chr2	2652
LOC575285	13197139	scaffold_2	3940	L_var_05099	70499877	chr2	2650
LOC577305	13201153	scaffold_2	3941	L_var_05097	70478035	chr2	2648
LOC100892270	13205572	scaffold_2	3942	L_var_05098	70479932	chr2	2649
LOC577244	13224977	scaffold_2	3943	L_var_05096	70457524	chr2	2647
LOC579556	13233354	scaffold_2	3944	L_var_05095	70446615	chr2	2646
LOC753537	13273748	scaffold_2	3945	L_var_05094	70392505	chr2	2645
LOC579436	13287769	scaffold_2	3946	L_var_05092	70370215	chr2	2644
LOC575361	13290753	scaffold_2	3947	L_var_05091	70349769	chr2	2643
LOC115918798	13330910	scaffold_2	3948	L_var_05090	70324681	chr2	2642
LOC590358	13528524	scaffold_2	3949	L_var_05087	70294547	chr2	2640
LOC115926673	13606560	scaffold_2	3951	L_var_05086	70276556	chr2	2639
LOC115918242	13641516	scaffold_2	3952	L_var_05083	70204310	chr2	2637
LOC100889466	13742600	scaffold_2	3953	L_var_05074	69932387	chr2	2630
LOC115926390	14212312	scaffold_2	3955	L_var_05085	70265858	chr2	2638
LOC579814	14301411	scaffold_2	3956	L_var_05082	70172727	chr2	2636
LOC582320	14333721	scaffold_2	3957	L_var_05075	69957109	chr2	2631
LOC115926687	14435228	scaffold_2	3958	L_var_05078	70096830	chr2	2632
LOC592372	14610884	scaffold_2	3959	L_var_05079	70129395	chr2	2633
LOC105441495	14610906	scaffold_2	3960	L_var_05080	70129536	chr2	2634
LOC592398	14637191	scaffold_2	3961	L_var_05081	70155751	chr2	2635
LOC585140	14664054	scaffold_2	3962	L_var_05073	69929609	chr2	2629
LOC583328	14687355	scaffold_2	3963	L_var_05072	69896105	chr2	2628
LOC583345	14687543	scaffold_2	3964	L_var_05071	69895883	chr2	2627
LOC583389	14732390	scaffold_2	3965	L_var_05070	69833544	chr2	2626
LOC588593	14740994	scaffold_2	3966	L_var_05069	69816744	chr2	2625
LOC105446724	14793658	scaffold_2	3967	L_var_05066	69761161	chr2	2624
LOC100893815	14794627	scaffold_2	3968	L_var_05064	69749717	chr2	2623
LOC100890260	14851704	scaffold_2	3969	L_var_05063	69695553	chr2	2622
LOC592595	14851983	scaffold_2	3970	L_var_05062	69695232	chr2	2621
LOC100893694	14893375	scaffold_2	3971	L_var_05061	69626014	chr2	2620
Nanos2	14906678	scaffold_2	3972	L_var_05060	69606187	chr2	2619
LOC100893601	14946418	scaffold_2	3973	L_var_05059	69547719	chr2	2617
LOC578194	14946469	scaffold_2	3974	L_var_05058	69547782	chr2	2618
LOC578077	14956829	scaffold_2	3975	L_var_05056	69528171	chr2	2616
LOC765026	14986879	scaffold_2	3976	L_var_05055	69495474	chr2	2615
LOC584009	14987207	scaffold_2	3977	L_var_05054	69495160	chr2	2614
LOC582635	15035557	scaffold_2	3978	L_var_05137	71519316	chr2	2682
LOC583397	15147176	scaffold_2	3979	L_var_05136	71438218	chr2	2681
LOC583378	15186563	scaffold_2	3980	L_var_05135	71399414	chr2	2680
LOC752858	15240608	scaffold_2	3981	L_var_05139	71598886	chr2	2684
LOC100892221	15501975	scaffold_2	3982	L_var_05140	71775910	chr2	2685
LOC584307	15545535	scaffold_2	3983	L_var_05141	71830497	chr2	2686
LOC100892148	15569308	scaffold_2	3984	L_var_05142	71858135	chr2	2687
LOC100892080	15592020	scaffold_2	3985	L_var_05143	71876056	chr2	2688
LOC577755	15700564	scaffold_2	3986	L_var_05144	71921810	chr2	2689
LOC576920	15705289	scaffold_2	3987	L_var_05147	72002457	chr2	2690
LOC589102	15790303	scaffold_2	3988	L_var_05148	72081561	chr2	2691
LOC577234	15793985	scaffold_2	3989	L_var_05149	72084560	chr2	2692
LOC577686	15802121	scaffold_2	3990	L_var_05150	72098492	chr2	2693
mvp	15840297	scaffold_2	3991	L_var_05151	72140879	chr2	2695
LOC593938	15843750	scaffold_2	3992	L_var_05152	72137826	chr2	2694
LOC575021	15871687	scaffold_2	3993	L_var_05153	72190490	chr2	2696
LOC105442531	15915991	scaffold_2	3994	L_var_05154	72211056	chr2	2697
LOC115926383	16009177	scaffold_2	3995	L_var_05166	72346286	chr2	2701
LOC115926398	16119287	scaffold_2	3996	L_var_05163	72307248	chr2	2700
LOC105442528	16146767	scaffold_2	3997	L_var_05162	72301680	chr2	2699
LOC115926699	16324211	scaffold_2	3998	L_var_05171	72448217	chr2	2704
LOC583015	16350840	scaffold_2	3999	L_var_05174	72477788	chr2	2705
LOC593440	16351081	scaffold_2	4000	L_var_05175	72478157	chr2	2706
LOC593454	16409625	scaffold_2	4001	L_var_05176	72539738	chr2	2707
LOC593468	16410525	scaffold_2	4002	L_var_05179	72557664	chr2	2709
LOC585468	16565795	scaffold_2	4003	L_var_05181	72620580	chr2	2710
LOC763923	16608916	scaffold_2	4004	L_var_05182	72639943	chr2	2711
LOC105438669	16609220	scaffold_2	4005	L_var_05183	72640159	chr2	2712
LOC582497	16634967	scaffold_2	4006	L_var_05184	72658584	chr2	2713
LOC582559	16643037	scaffold_2	4007	L_var_05186	72685377	chr2	2714
LOC582600	16665838	scaffold_2	4008	L_var_05187	72710278	chr2	2715
LOC588549	16670041	scaffold_2	4009	L_var_05189	72776034	chr2	2716
LOC588936	16779318	scaffold_2	4010	L_var_05190	72803692	chr2	2717
LOC588956	16787679	scaffold_2	4011	L_var_05191	72816247	chr2	2718
LOC588148	16873571	scaffold_2	4012	L_var_05194	72917089	chr2	2720
LOC585956	16889552	scaffold_2	4013	L_var_05192	72844156	chr2	2719
LOC100891534	16902111	scaffold_2	4014	L_var_05195	72940082	chr2	2721
LOC100891016	16908290	scaffold_2	4015	L_var_05196	72941776	chr2	2722
LOC591210	16964919	scaffold_2	4016	L_var_05197	72999441	chr2	2723
LOC592811	17018206	scaffold_2	4017	L_var_05177	72541894	chr2	2708
LOC577029	17044376	scaffold_2	4018	L_var_05200	73054838	chr2	2724
LOC576964	17061094	scaffold_2	4019	L_var_05201	73075639	chr2	2725
LOC576892	17061515	scaffold_2	4020	L_var_05202	73083277	chr2	2726
LOC100893621	17123094	scaffold_2	4021	L_var_05203	73106358	chr2	2727
LOC763699	17126466	scaffold_2	4022	L_var_05204	73140424	chr2	2728
LOC583396	17175585	scaffold_2	4023	L_var_05205	73162712	chr2	2729
LOC100892018	17194046	scaffold_2	4024	L_var_05206	73205751	chr2	2730
LOC753106	17195589	scaffold_2	4025	L_var_05207	73207813	chr2	2731
LOC581953	17233323	scaffold_2	4026	L_var_05208	73273918	chr2	2732
LOC574629	17308719	scaffold_2	4027	L_var_05209	73339648	chr2	2733
LOC574754	17365996	scaffold_2	4028	L_var_05210	73386695	chr2	2734
LOC115926705	17471781	scaffold_2	4030	L_var_05212	73407038	chr2	2735
LOC590441	17600531	scaffold_2	4031	L_var_05216	73565327	chr2	2737
LOC100888895	17616630	scaffold_2	4032	L_var_05501	81209092	chr2	2949
LOC100888169	17673640	scaffold_2	4033	L_var_05219	73635160	chr2	2740
LOC100888618	17779876	scaffold_2	4034	L_var_05225	73756345	chr2	2745
LOC115917953	17913279	scaffold_2	4035	L_var_05229	73881335	chr2	2747
LOC105445477	17957167	scaffold_2	4036	L_var_05232	73965111	chr2	2751
LOC100892255	18323361	scaffold_2	4037	L_var_05481	80501019	chr2	2933
LOC100892181	18345662	scaffold_2	4038	L_var_05235	74088127	chr2	2752
LOC578240	18373070	scaffold_2	4039	L_var_05475	80400993	chr2	2928
LOC593465	18373261	scaffold_2	4040	L_var_05476	80415890	chr2	2929
LOC593478	18382122	scaffold_2	4041	L_var_05477	80432689	chr2	2930
LOC100892403	18382302	scaffold_2	4042	L_var_05478	80433208	chr2	2931
LOC593500	18439201	scaffold_2	4043	L_var_05479	80463521	chr2	2932
LOC764703	18535353	scaffold_2	4044	L_var_05482	80523992	chr2	2934
LOC115926715	18552437	scaffold_2	4045	L_var_05483	80543015	chr2	2935
LOC592902	18581644	scaffold_2	4046	L_var_05484	80556396	chr2	2936
LOC585491	18704251	scaffold_2	4047	L_var_05487	80754085	chr2	2937
LOC579683	18795524	scaffold_2	4048	L_var_05489	80912709	chr2	2938
TPC1	18795837	scaffold_2	4049	L_var_05490	80912930	chr2	2939
LOC576134	18934143	scaffold_2	4050	L_var_05492	81051008	chr2	2940
LOC115926717	18955217	scaffold_2	4051	L_var_05493	81072359	chr2	2941
LOC100890064	18969466	scaffold_2	4052	L_var_05494	81087733	chr2	2942
LOC577163	18994745	scaffold_2	4053	L_var_05496	81114994	chr2	2945
LOC576981	18995125	scaffold_2	4054	L_var_05497	81114948	chr2	2944
LOC589646	19005050	scaffold_2	4055	L_var_05498	81126894	chr2	2946
LOC589619	19029030	scaffold_2	4056	L_var_05499	81177434	chr2	2947
LOC581254	19031096	scaffold_2	4057	L_var_05500	81178176	chr2	2948
LOC373512	19102028	scaffold_2	4058	L_var_05503	81239573	chr2	2950
LOC100892420	19112562	scaffold_2	4059	L_var_05504	81251735	chr2	2951
LOC594807	19213049	scaffold_2	4060	L_var_05505	81306690	chr2	2952
LOC105441157	19214157	scaffold_2	4061	L_var_05506	81345612	chr2	2953
LOC577389	19227106	scaffold_2	4062	L_var_05507	81359989	chr2	2954
LOC591186	19228825	scaffold_2	4063	L_var_05508	81365951	chr2	2955
LOC581376	19319223	scaffold_2	4064	L_var_05509	81450796	chr2	2956
LOC594014	19347937	scaffold_2	4065	L_var_05510	81499374	chr2	2957
LOC592196	19540971	scaffold_2	4066	L_var_05511	81559848	chr2	2958
LOC753686	19541012	scaffold_2	4067	L_var_05513	81579310	chr2	2959
LOC583141	19565596	scaffold_2	4068	L_var_05514	81598147	chr2	2960
LOC574993	19607247	scaffold_2	4069	L_var_05515	81618122	chr2	2961
LOC585395	19639445	scaffold_2	4070	L_var_05516	81651197	chr2	2962
LOC580390	19813936	scaffold_2	4071	L_var_05517	81715313	chr2	2963
LOC587829	19820853	scaffold_2	4072	L_var_05518	81744162	chr2	2964
LOC593069	19909842	scaffold_2	4073	L_var_05519	81777806	chr2	2965
LOC753231	19925005	scaffold_2	4074	L_var_05520	81802455	chr2	2966
LOC594463	19967447	scaffold_2	4075	L_var_05523	81863818	chr2	2967
LOC574604	19992718	scaffold_2	4076	L_var_05524	81885270	chr2	2968
LOC584826	19997461	scaffold_2	4077	L_var_05527	81914795	chr2	2970
LOC588157	20018185	scaffold_2	4078	L_var_05528	81932372	chr2	2971
LOC592413	20025515	scaffold_2	4079	L_var_05529	81943366	chr2	2972
LOC578165	20099496	scaffold_2	4080	L_var_05531	82004369	chr2	2974
LOC574830	20614956	scaffold_2	4081	L_var_05532	82026729	chr2	2975
LOC115926730	20656569	scaffold_2	4082	L_var_05530	81991161	chr2	2973
LOC753393	20895983	scaffold_2	4083	L_var_05525	81900302	chr2	2969
LOC587111	20942656	scaffold_2	4084	L_var_05440	79438583	chr2	2903
LOC587211	20945608	scaffold_2	4085	L_var_05441	79440223	chr2	2904
LOC100889708	20987099	scaffold_2	4086	L_var_05442	79485095	chr2	2905
LOC763407	20999664	scaffold_2	4087	L_var_05443	79532936	chr2	2906
LOC580935	21031156	scaffold_2	4088	L_var_05445	79578707	chr2	2907
LOC592389	21094148	scaffold_2	4089	L_var_05446	79618054	chr2	2908
LOC585059	21162197	scaffold_2	4090	L_var_05450	79774291	chr2	2910
LOC100890866	21190250	scaffold_2	4091	L_var_05451	79817950	chr2	2911
LOC594644	21217101	scaffold_2	4092	L_var_05459	79873499	chr2	2913
LOC586881	21222820	scaffold_2	4093	L_var_05460	79917593	chr2	2914
LOC755056	21276677	scaffold_2	4094	L_var_05461	79967702	chr2	2915
LOC594222	21279718	scaffold_2	4095	L_var_05462	79979029	chr2	2916
LOC582583	21294770	scaffold_2	4096	L_var_05463	80001417	chr2	2917
LOC100889593	21300219	scaffold_2	4097	L_var_05464	80027687	chr2	2918
LOC576815	21328812	scaffold_2	4098	L_var_05465	80046461	chr2	2919
LOC752562	21350995	scaffold_2	4099	L_var_05466	80070813	chr2	2920
LOC100892038	21378460	scaffold_2	4100	L_var_05467	80104002	chr2	2921
LOC752670	21409547	scaffold_2	4101	L_var_05468	80121468	chr2	2922
LOC587864	21413407	scaffold_2	4102	L_var_05469	80141572	chr2	2923
LOC100891821	21460288	scaffold_2	4103	L_var_05470	80166313	chr2	2924
LOC100891745	21507934	scaffold_2	4104	L_var_05471	80236045	chr2	2926
LOC591745	21507996	scaffold_2	4105	L_var_05472	80230634	chr2	2925
LOC100891589	21534704	scaffold_2	4106	L_var_05473	80249816	chr2	2927
LOC100891446	21546548	scaffold_2	4107	L_var_05236	74098650	chr2	2753
LOC575326	21657649	scaffold_2	4108	L_var_05237	74160270	chr2	2754
LOC575184	21704949	scaffold_2	4109	L_var_04290	48138928	chr2	2205
LOC757011	21717192	scaffold_2	4111	L_var_04292	48196780	chr2	2206
LOC115926742	22003914	scaffold_2	4112	L_var_04297	48276916	chr2	2207
LOC585280	22046877	scaffold_2	4114	L_var_05424	79062968	chr2	2890
LOC585517	22111989	scaffold_2	4115	L_var_05428	79114833	chr2	2893
LOC100890543	22131667	scaffold_2	4116	L_var_04943	66709558	chr2	2537
LOC754845	22163335	scaffold_2	4117	L_var_05053	69465627	chr2	2613
LOC100893229	22323738	scaffold_2	4118	L_var_04584	57160626	chr2	2375
LOC100890906	22431674	scaffold_2	4119	L_var_05042	69264062	chr2	2608
LOC589785	22632898	scaffold_2	4120	L_var_05040	69213323	chr2	2607
LOC589368	22689608	scaffold_2	4121	L_var_05039	69187685	chr2	2606
LOC753339	22727858	scaffold_2	4122	L_var_05034	69094508	chr2	2603
LOC586345	22758369	scaffold_2	4123	L_var_05033	69059407	chr2	2602
LOC582170	22875376	scaffold_2	4124	L_var_05029	68925163	chr2	2598
LOC115918828	22880647	scaffold_2	4125	L_var_05028	68925092	chr2	2597
LOC592927	22947983	scaffold_2	4126	L_var_05027	68851035	chr2	2596
LOC115918063	22977430	scaffold_2	4127	L_var_05025	68794066	chr2	2594
LOC575663	23003268	scaffold_2	4128	L_var_05024	68772389	chr2	2593
LOC115918829	23697822	scaffold_2	4130	L_var_05038	69145377	chr2	2605
LOC592506	23729603	scaffold_2	4131	L_var_05037	69109974	chr2	2604
VSOP	23765915	scaffold_2	4132	L_var_05032	69047670	chr2	2601
LOC582089	23805093	scaffold_2	4133	L_var_05031	68994315	chr2	2600
LOC582130	23806286	scaffold_2	4134	L_var_05030	68979028	chr2	2599
LOC115926765	23940178	scaffold_2	4135	L_var_05026	68817187	chr2	2595
LOC757112	24013570	scaffold_2	4136	L_var_05023	68766402	chr2	2592
LOC100888221	24082462	scaffold_2	4137	L_var_05022	68683334	chr2	2591
LOC588470	24153672	scaffold_2	4138	L_var_03300	14977631	chr2	1741
LOC585896	24187308	scaffold_2	4139	L_var_05020	68605791	chr2	2590
LOC100890009	24237232	scaffold_2	4140	L_var_05017	68545075	chr2	2589
LOC589842	24237234	scaffold_2	4141	L_var_05016	68539301	chr2	2588
LOC100889667	24253452	scaffold_2	4142	L_var_05015	68527490	chr2	2587
LOC105445152	24274219	scaffold_2	4143	L_var_05014	68508123	chr2	2586
LOC764716	24278081	scaffold_2	4144	L_var_05012	68479958	chr2	2585
LOC764728	24375241	scaffold_2	4145	L_var_05010	68389849	chr2	2584
LOC594130	24406612	scaffold_2	4146	L_var_05009	68360084	chr2	2583
LOC115926445	24656764	scaffold_2	4148	L_var_05008	68354415	chr2	2582
LOC581519	24686118	scaffold_2	4149	L_var_05006	68332732	chr2	2581
LOC580372	24813920	scaffold_2	4150	L_var_05005	68302493	chr2	2580
LOC580431	24813927	scaffold_2	4151	L_var_05004	68296086	chr2	2579
LOC580491	24852453	scaffold_2	4152	L_var_05002	68254609	chr2	2578
LOC582658	24891156	scaffold_2	4153	L_var_05000	68212097	chr2	2577
LOC763846	24919179	scaffold_2	4154	L_var_04999	68189367	chr2	2576
LOC105442119	24963126	scaffold_2	4155	L_var_04996	68120616	chr2	2575
LOC756370	25074292	scaffold_2	4156	L_var_04995	68101438	chr2	2574
LOC585680	25102478	scaffold_2	4157	L_var_04993	68076068	chr2	2573
LOC373434	25137931	scaffold_2	4158	L_var_04992	68025552	chr2	2572
LOC754340	25149486	scaffold_2	4159	L_var_04991	67987374	chr2	2571
LOC585114	25165773	scaffold_2	4160	L_var_04990	67941177	chr2	2570
LOC585090	25229011	scaffold_2	4161	L_var_04989	67898632	chr2	2569
LOC548623	25235719	scaffold_2	4162	L_var_04988	67890292	chr2	2568
LOC585047	25269275	scaffold_2	4163	L_var_04987	67863160	chr2	2567
LOC100890264	25272764	scaffold_2	4164	L_var_04985	67816832	chr2	2566
LOC100889583	25323303	scaffold_2	4165	L_var_04984	67778425	chr2	2565
LOC575654	25347068	scaffold_2	4166	L_var_04983	67753321	chr2	2564
LOC105437873	25403315	scaffold_2	4167	L_var_04981	67694456	chr2	2563
LOC100889703	25428924	scaffold_2	4168	L_var_04980	67678216	chr2	2562
LOC105437874	25491086	scaffold_2	4169	L_var_04979	67610985	chr2	2561
LOC591727	25530349	scaffold_2	4170	L_var_04978	67575563	chr2	2560
op	25554265	scaffold_2	4171	L_var_04977	67543257	chr2	2559
LOC588060	25589450	scaffold_2	4172	L_var_04976	67515780	chr2	2558
LOC592714	25823869	scaffold_2	4173	L_var_04974	67468651	chr2	2557
LOC753022	25830411	scaffold_2	4174	L_var_04973	67462952	chr2	2556
LOC115926451	25870692	scaffold_2	4175	L_var_04972	67454323	chr2	2555
LOC585438	25897840	scaffold_2	4176	L_var_04970	67419041	chr2	2554
LOC100893494	25898145	scaffold_2	4177	L_var_04968	67389189	chr2	2553
LOC764519	25990969	scaffold_2	4178	L_var_04967	67311423	chr2	2552
LOC585654	26075043	scaffold_2	4179	L_var_04966	67283239	chr2	2551
LOC115926781	26078090	scaffold_2	4180	L_var_04965	67266852	chr2	2550
LOC105446953	26099515	scaffold_2	4181	L_var_04963	67240609	chr2	2549
LOC105447613	26112482	scaffold_2	4182	L_var_04960	67206100	chr2	2548
LOC577474	26174099	scaffold_2	4183	L_var_04959	67147521	chr2	2547
LOC583491	26179654	scaffold_2	4184	L_var_04958	67142337	chr2	2546
LOC581811	26189321	scaffold_2	4185	L_var_04503	54165203	chr2	2342
LOC581752	26250173	scaffold_2	4186	L_var_04504	54224252	chr2	2343
LOC578832	26258196	scaffold_2	4187	L_var_04505	54228962	chr2	2344
LOC757080	26304335	scaffold_2	4189	L_var_04509	54304073	chr2	2345
LOC578071	26351363	scaffold_2	4190	L_var_04510	54326274	chr2	2346
LOC100888793	26356154	scaffold_2	4191	L_var_04512	54341520	chr2	2347
LOC105440025	26372064	scaffold_2	4192	L_var_04513	54354906	chr2	2348
LOC764152	26389711	scaffold_2	4193	L_var_04514	54379786	chr2	2349
LOC594670	26503264	scaffold_2	4194	L_var_04515	54503752	chr2	2350
LOC764185	26524152	scaffold_2	4195	L_var_04519	54560058	chr2	2351
Tbx2/3	26775399	scaffold_2	4196	L_var_04520	54823438	chr2	2352
LOC576476	26928616	scaffold_2	4197	L_var_04521	54990583	chr2	2353
LOC100889097	26963203	scaffold_2	4198	L_var_04523	55032131	chr2	2355
LOC590587	26983333	scaffold_2	4199	L_var_04526	55087166	chr2	2356
LOC594143	27119359	scaffold_2	4200	L_var_04529	55209442	chr2	2357
LOC583301	27192971	scaffold_2	4202	L_var_04610	58048498	chr2	2378
LOC575704	27248320	scaffold_2	4203	L_var_04533	55326817	chr2	2360
LOC763497	27548238	scaffold_2	4204	L_var_04621	58253125	chr2	2382
LOC582875	27910706	scaffold_2	4205	L_var_04548	55960233	chr2	2362
LOC115926791	27944411	scaffold_2	4206	L_var_04551	55985790	chr2	2364
LOC756610	28021749	scaffold_2	4207	L_var_04553	56022152	chr2	2365
LOC589861	28048864	scaffold_2	4208	L_var_04636	58764592	chr2	2385
LOC583535	28050197	scaffold_2	4209	L_var_04555	56064649	chr2	2366
LOC583558	28061929	scaffold_2	4210	L_var_04637	58787886	chr2	2386
LOC105445470	28408190	scaffold_2	4213	L_var_04570	56656640	chr2	2368
LOC115926462	28643123	scaffold_2	4214	L_var_04571	56813860	chr2	2369
LOC100893346	28690123	scaffold_2	4215	L_var_04574	56922833	chr2	2370
LOC592474	28696452	scaffold_2	4216	L_var_04659	59656764	chr2	2391
LOC100888436	28739584	scaffold_2	4217	L_var_04576	56967772	chr2	2371
LOC575498	28744698	scaffold_2	4218	L_var_04579	57086405	chr2	2372
LOC100889150	28852366	scaffold_2	4219	L_var_05052	69425727	chr2	2612
LOC754313	29229616	scaffold_2	4221	L_var_04810	63530422	chr2	2464
LOC115926800	29292729	scaffold_2	4222	L_var_04808	63442699	chr2	2463
LOC105439859	29300219	scaffold_2	4223	L_var_04807	63433781	chr2	2462
LOC100890523	29335654	scaffold_2	4224	L_var_04806	63397567	chr2	2461
LOC115926801	29458024	scaffold_2	4225	L_var_04803	63302806	chr2	2459
LOC763713	29491648	scaffold_2	4226	L_var_04800	63283004	chr2	2457
LOC105442046	29643806	scaffold_2	4227	L_var_04791	63240324	chr2	2455
LOC105442045	29647241	scaffold_2	4228	L_var_04790	63236278	chr2	2454
LOC115926545	29734746	scaffold_2	4229	L_var_04783	63140947	chr2	2451
LOC105442041	29753910	scaffold_2	4230	L_var_04781	63128350	chr2	2449
LOC115926546	29828772	scaffold_2	4232	L_var_04774	63015404	chr2	2444
LOC585368	29846274	scaffold_2	4233	L_var_04772	63000657	chr2	2443
LOC585346	29884088	scaffold_2	4234	L_var_04769	62941443	chr2	2442
LOC589283	29954748	scaffold_2	4235	L_var_04767	62884014	chr2	2441
LOC115926805	30323372	scaffold_2	4236	L_var_04762	62746509	chr2	2436
LOC587325	30491472	scaffold_2	4237	L_var_04752	62582088	chr2	2433
LOC115926474	30687318	scaffold_2	4238	L_var_04690	60512935	chr2	2396
LOC586981	31064953	scaffold_2	4239	L_var_04804	63362610	chr2	2460
LOC115926808	31181413	scaffold_2	4240	L_var_04802	63295731	chr2	2458
LOC115918147	31304701	scaffold_2	4241	L_var_04793	63252221	chr2	2456
LOC105442051	31417431	scaffold_2	4243	L_var_04788	63219012	chr2	2453
LOC115926477	31459229	scaffold_2	4244	L_var_04786	63199185	chr2	2452
LOC105441532	31476268	scaffold_2	4245	L_var_04782	63135515	chr2	2450
LOC105441533	31485469	scaffold_2	4246	L_var_04780	63125856	chr2	2448
LOC754307	31510053	scaffold_2	4247	L_var_04778	63086566	chr2	2447
LOC105441531	31523596	scaffold_2	4248	L_var_04775	63029452	chr2	2445
LOC115926481	31754938	scaffold_2	4249	L_var_04766	62844992	chr2	2440
LOC594618	31799392	scaffold_2	4250	L_var_04765	62797531	chr2	2439
LOC105443113	32078943	scaffold_2	4251	L_var_04764	62784562	chr2	2438
LOC594806	32086429	scaffold_2	4252	L_var_04763	62777862	chr2	2437
LOC115918839	32225527	scaffold_2	4253	L_var_04754	62602041	chr2	2434
LOC754943	32303365	scaffold_2	4254	L_var_04751	62506262	chr2	2432
LOC579190	32313867	scaffold_2	4255	L_var_04750	62473061	chr2	2431
LOC574797	32522098	scaffold_2	4256	L_var_04746	62369525	chr2	2430
LOC574861	32535056	scaffold_2	4257	L_var_04496	54005859	chr2	2336
LOC579937	32632857	scaffold_2	4258	L_var_04497	54035420	chr2	2337
LOC100890892	32654151	scaffold_2	4259	L_var_04498	54092228	chr2	2338
LOC579817	32656743	scaffold_2	4260	L_var_04502	54154456	chr2	2341
LOC105442472	32705507	scaffold_2	4261	L_var_04500	54134878	chr2	2340
LOC592810	32723575	scaffold_2	4262	L_var_04499	54108073	chr2	2339
LOC576427	32725185	scaffold_2	4263	L_var_04742	62305249	chr2	2429
LOC580733	32838259	scaffold_2	4264	L_var_04741	62185833	chr2	2428
LOC100890273	32893130	scaffold_2	4265	L_var_04737	62102704	chr2	2427
LOC576221	32896063	scaffold_2	4266	L_var_04735	62074387	chr2	2426
LOC763539	33075668	scaffold_2	4267	L_var_04938	66622073	chr2	2536
LOC100893287	33143175	scaffold_2	4268	L_var_04936	66543767	chr2	2534
LOC115918840	33176267	scaffold_2	4269	L_var_04935	66508021	chr2	2533
LOC578996	33261988	scaffold_2	4270	L_var_04933	66442153	chr2	2531
LOC100890644	33278698	scaffold_2	4271	L_var_04930	66412847	chr2	2530
LOC100888852	33330335	scaffold_2	4272	L_var_04732	61994110	chr2	2425
LOC100890905	33359836	scaffold_2	4273	L_var_04731	61958237	chr2	2424
LOC590967	33377927	scaffold_2	4274	L_var_04937	66618530	chr2	2535
LOC105443553	33531318	scaffold_2	4275	L_var_04934	66482539	chr2	2532
LOC100890566	33606063	scaffold_2	4276	L_var_04929	66398216	chr2	2529
LOC586414	33659956	scaffold_2	4279	L_var_04826	63887251	chr2	2472
LOC115926488	33720059	scaffold_2	4280	L_var_04644	59148845	chr2	2388
LOC578618	33730302	scaffold_2	4281	L_var_04829	63975128	chr2	2473
LOC755835	33773713	scaffold_2	4282	L_var_04830	64005423	chr2	2474
LOC767501	33774033	scaffold_2	4283	L_var_04831	64019156	chr2	2475
LOC105442321	33802147	scaffold_2	4284	L_var_04832	64041737	chr2	2476
LOC586291	33825021	scaffold_2	4285	L_var_04833	64073309	chr2	2477
LOC100889723	33862683	scaffold_2	4286	L_var_04836	64158317	chr2	2478
LOC592058	34124363	scaffold_2	4287	L_var_04837	64164010	chr2	2479
LOC100893043	34148884	scaffold_2	4288	L_var_04838	64196209	chr2	2480
LOC591813	34183749	scaffold_2	4290	L_var_04840	64223491	chr2	2482
LOC105438058	34311413	scaffold_2	4291	L_var_04845	64299008	chr2	2484
